Animal_ID,Experiment,Trial,Box,Treatment,Sex,Genotype,Component Name,Freeze Cnt,Time Freezing,Pct Total Time Freezing,Pct Component Time Freezing,Avg Motion Index,Min Motion Index,Max Motion Index,Month
201012-17,VF020321_121247,day2_8,Chamber 2,HFD,female,APOE33,Day2_CSTone,1,270,60,75,0.08,0,14,2010212
201012-17,VF020321_121247,day2_8,Chamber 2,HFD,female,APOE33,Day2_Exploration,1,90,20,20,0.09,0,14,2010212
,,,,,,APOE33,,,,,,,,,2010212
201012-18,VF020321_123229,day2_9,Chamber1,HFD,female,APOE33,Day2_Acclimation,29,176.4,39.2,98,1.14,0,35,2010212
201012-18,VF020321_123229,day2_9,Chamber1,HFD,female,APOE33,Day2_CSTone,22,267.367,59.41,74.27,0.47,0,51,2010212
201012-18,VF020321_123229,day2_9,Chamber1,HFD,female,APOE33,Day2_Exploration,16,87.667,19.48,19.48,0.95,0,51,2010212
,,,,,,APOE33,,,,,,,,,2010212
201012-19,VF020321_123229,day2_9,Chamber 2,HFD,female,APOE33,Day2_Acclimation,8,179.633,39.92,99.8,0.54,0,21,2010212
201012-19,VF020321_123229,day2_9,Chamber 2,HFD,female,APOE33,Day2_CSTone,6,269.833,59.96,74.95,0.19,0,24,2010212
201012-19,VF020321_123229,day2_9,Chamber 2,HFD,female,APOE33,Day2_Exploration,5,89.867,19.97,19.97,0.38,0,24,2010212
,,,,,,APOE33,,,,,,,,,2010212
201012-20,VF020321_124706,day2_10,Chamber1,HFD,female,APOE33,Day2_Acclimation,31,177.4,39.42,98.56,0.92,0,30,2010212
201012-20,VF020321_124706,day2_10,Chamber1,HFD,female,APOE33,Day2_CSTone,7,269.8,59.96,74.94,0.21,0,23,2010212
201012-20,VF020321_124706,day2_10,Chamber1,HFD,female,APOE33,Day2_Exploration,2,89.967,19.99,19.99,0.28,0,20,2010212
,,,,,,APOE33,,,,,,,,,2010212
201012-21,VF020321_124706,day2_10,Chamber 2,HFD,female,APOE33,Day2_Acclimation,2,179.867,39.97,99.93,0.16,0,15,2010212
201012-21,VF020321_124706,day2_10,Chamber 2,HFD,female,APOE33,Day2_CSTone,1,270,60,75,0.05,0,10,2010212
201012-21,VF020321_124706,day2_10,Chamber 2,HFD,female,APOE33,Day2_Exploration,1,90,20,20,0.11,0,10,2010212
,,,,,,APOE33,,,,,,,,,2010212
201012-22,VF020321_125855,day2_11,Chamber1,HFD,male,APOE33,Day2_Acclimation,38,174.333,38.74,96.85,1.21,0,63,2010212
201012-22,VF020321_125855,day2_11,Chamber1,HFD,male,APOE33,Day2_CSTone,9,269.567,59.9,74.88,0.24,0,32,2010212
201012-22,VF020321_125855,day2_11,Chamber1,HFD,male,APOE33,Day2_Exploration,3,89.867,19.97,19.97,0.14,0,25,2010212
,,,,,male,APOE33,,,,,,,,,2010212
201012-23,VF020321_125855,day2_11,Chamber 2,HFD,male,APOE33,Day2_Acclimation,3,179.933,39.99,99.96,0.25,0,18,2010212
201012-23,VF020321_125855,day2_11,Chamber 2,HFD,male,APOE33,Day2_CSTone,1,270,60,75,0.01,0,4,2010212
201012-23,VF020321_125855,day2_11,Chamber 2,HFD,male,APOE33,Day2_Exploration,1,90,20,20,0.03,0,4,2010212
,,,,,male,APOE33,,,,,,,,,2010212
201012-24,VF020321_131123,day2_12,Chamber1,HFD,male,APOE33,Day2_Acclimation,5,179.7,39.93,99.83,0.17,0,21,2010212
201012-24,VF020321_131123,day2_12,Chamber1,HFD,male,APOE33,Day2_CSTone,3,269.933,59.99,74.98,0.09,0,27,2010212
201012-24,VF020321_131123,day2_12,Chamber1,HFD,male,APOE33,Day2_Exploration,1,90,20,20,0.03,0,6,2010212
,,,,,male,APOE33,,,,,,,,,2010212
201012-25,VF020321_131123,day2_12,Chamber 2,HFD,male,APOE33,Day2_Acclimation,1,180,40,100,0.1,0,14,2010212
201012-25,VF020321_131123,day2_12,Chamber 2,HFD,male,APOE33,Day2_CSTone,1,270,60,75,0.06,0,11,2010212
201012-25,VF020321_131123,day2_12,Chamber 2,HFD,male,APOE33,Day2_Exploration,1,90,20,20,0.06,0,11,2010212
,,,,,male,APOE33,,,,,,,,,2010212
201012-26,VF020321_132310,day2_13,Chamber1,HFD,male,APOE33,Day2_Acclimation,14,179.433,39.87,99.69,0.48,0,32,2010212
201012-26,VF020321_132310,day2_13,Chamber1,HFD,male,APOE33,Day2_CSTone,9,269.7,59.93,74.92,0.21,0,23,2010212
201012-26,VF020321_132310,day2_13,Chamber1,HFD,male,APOE33,Day2_Exploration,7,89.767,19.95,19.95,0.36,0,23,2010212
,,,,,male,APOE33,,,,,,,,,2010212
201012-27,VF020321_132310,day2_13,Chamber 2,HFD,male,APOE33,Day2_Acclimation,8,179.567,39.9,99.76,0.34,0,34,2010212
201012-27,VF020321_132310,day2_13,Chamber 2,HFD,male,APOE33,Day2_CSTone,2,269.833,59.96,74.95,0.08,0,27,2010212
201012-27,VF020321_132310,day2_13,Chamber 2,HFD,male,APOE33,Day2_Exploration,1,90,20,20,0.09,0,13,2010212
,,,,,,,,,,,,,,,
210201-1,VF022421_102942,day2_1,Chamber1,Control,female,APOE33,Day2_Acclimation,15,179.133,39.81,99.52,0.46,0,30,210201
210201-1,VF022421_102942,day2_1,Chamber1,Control,female,APOE33,Day2_CSTone,2,269.767,59.95,74.94,0.06,0,21,210201
210201-1,VF022421_102942,day2_1,Chamber1,Control,female,APOE33,Day2_Exploration,2,89.767,19.95,19.95,0.14,0,21,210201
,,,,Control,female,APOE33,,,,,,,,,210201
210201-2,VF022421_102942,day2_1,Chamber 2,Control,female,APOE33,Day2_Acclimation,57,156.033,34.67,86.69,3.26,0,106,210201
210201-2,VF022421_102942,day2_1,Chamber 2,Control,female,APOE33,Day2_CSTone,6,268.567,59.68,74.6,0.16,0,94,210201
210201-2,VF022421_102942,day2_1,Chamber 2,Control,female,APOE33,Day2_Exploration,6,88.567,19.68,19.68,0.48,0,94,210201
,,,,Control,female,APOE33,,,,,,,,,210201
210201-3,VF022421_104050,day2_2,Chamber1,Control,female,APOE33,Day2_Acclimation,15,179.267,39.84,99.59,0.43,0,22,210201
210201-3,VF022421_104050,day2_2,Chamber1,Control,female,APOE33,Day2_CSTone,6,269.333,59.85,74.81,0.16,0,24,210201
210201-3,VF022421_104050,day2_2,Chamber1,Control,female,APOE33,Day2_Exploration,3,89.467,19.88,19.88,0.16,0,23,210201
,,,,Control,female,APOE33,,,,,,,,,210201
210201-4,VF022421_104050,day2_2,Chamber 2,Control,female,APOE33,Day2_Acclimation,30,171.8,38.18,95.44,1.12,0,76,210201
210201-4,VF022421_104050,day2_2,Chamber 2,Control,female,APOE33,Day2_CSTone,14,267.567,59.46,74.32,0.22,0,38,210201
210201-4,VF022421_104050,day2_2,Chamber 2,Control,female,APOE33,Day2_Exploration,14,87.567,19.46,19.46,0.63,0,38,210201
,,,,Control,female,APOE33,,,,,,,,,210201
210201-5,VF022421_105045,day2_3,Chamber1,Control,female,APOE33,Day2_Acclimation,52,168.933,37.54,93.85,1.59,0,57,210201
210201-5,VF022421_105045,day2_3,Chamber1,Control,female,APOE33,Day2_CSTone,31,266.7,59.27,74.08,0.56,0,41,210201
210201-5,VF022421_105045,day2_3,Chamber1,Control,female,APOE33,Day2_Exploration,25,87.533,19.45,19.45,1.38,0,36,210201
,,,,Control,female,,,,,,,,,,210201
210201-6,VF022421_105045,day2_3,Chamber 2,Control,female,APOE44,Day2_Acclimation,2,179.967,39.99,99.98,0.08,0,18,210201
210201-6,VF022421_105045,day2_3,Chamber 2,Control,female,APOE44,Day2_CSTone,1,270,60,75,0.02,0,8,210201
210201-6,VF022421_105045,day2_3,Chamber 2,Control,female,APOE44,Day2_Exploration,1,90,20,20,0.07,0,8,210201
,,,,Control,female,APOE44,,,,,,,,,210201
210201-7,VF022421_110327,day2_4,Chamber1,Control,female,APOE44,Day2_Acclimation,41,59.733,13.27,33.19,76.15,0,930,210201
210201-7,VF022421_110327,day2_4,Chamber1,Control,female,APOE44,Day2_CSTone,61,183.867,40.86,51.07,20.89,0,508,210201
210201-7,VF022421_110327,day2_4,Chamber1,Control,female,APOE44,Day2_Exploration,19,25.2,5.6,5.6,49.19,0,508,210201
,,,,Control,female,APOE44,,,,,,,,,210201
210201-8,VF022421_110327,day2_4,Chamber 2,Control,female,APOE44,Day2_Acclimation,20,171.033,38.01,95.02,1.11,0,78,210201
210201-8,VF022421_110327,day2_4,Chamber 2,Control,female,APOE44,Day2_CSTone,8,266.767,59.28,74.1,0.21,0,57,210201
210201-8,VF022421_110327,day2_4,Chamber 2,Control,female,APOE44,Day2_Exploration,8,86.767,19.28,19.28,0.56,0,57,210201
,,,,Control,female,APOE44,,,,,,,,,210201
210201-9,VF022421_111745,day2_5,Chamber1,Control,female,APOE44,Day2_Acclimation,66,166.033,36.9,92.24,1.61,0,66,210201
210201-9,VF022421_111745,day2_5,Chamber1,Control,female,APOE44,Day2_CSTone,50,263.067,58.46,73.07,0.8,0,70,210201
210201-9,VF022421_111745,day2_5,Chamber1,Control,female,APOE44,Day2_Exploration,27,85.633,19.03,19.03,1.31,0,43,210201
,,,,Control,female,APOE44,,,,,,,,,210201
210201-10,VF022421_111745,day2_5,Chamber 2,Control,female,APOE44,Day2_Acclimation,36,166.633,37.03,92.57,1.41,0,59,210201
210201-10,VF022421_111745,day2_5,Chamber 2,Control,female,APOE44,Day2_CSTone,9,265.9,59.09,73.86,0.26,0,50,210201
210201-10,VF022421_111745,day2_5,Chamber 2,Control,female,APOE44,Day2_Exploration,9,85.9,19.09,19.09,0.75,0,50,210201
,,,,Control,,APOE44,,,,,,,,,210201
210201-11,VF022421_112959,day2_6,Chamber1,Control,male,APOE44,Day2_Acclimation,28,175.767,39.06,97.65,0.84,0,55,210201
210201-11,VF022421_112959,day2_6,Chamber1,Control,male,APOE44,Day2_CSTone,13,269.1,59.8,74.75,0.22,0,30,210201
210201-11,VF022421_112959,day2_6,Chamber1,Control,male,APOE44,Day2_Exploration,7,89.3,19.84,19.84,0.43,0,30,210201
,,,,Control,male,APOE44,,,,,,,,,210201
210201-12,VF022421_112959,day2_6,Chamber 2,Control,male,APOE44,Day2_Acclimation,19,174.667,38.81,97.04,0.65,0,67,210201
210201-12,VF022421_112959,day2_6,Chamber 2,Control,male,APOE44,Day2_CSTone,13,266.967,59.33,74.16,0.32,0,39,210201
210201-12,VF022421_112959,day2_6,Chamber 2,Control,male,APOE44,Day2_Exploration,12,87,19.33,19.33,0.88,0,39,210201
,,,,Control,male,APOE44,,,,,,,,,210201
210201-13,VF022421_114126,day2_7,Chamber1,Control,male,APOE44,Day2_Acclimation,3,179.933,39.99,99.96,0.11,0,21,210201
210201-13,VF022421_114126,day2_7,Chamber1,Control,male,APOE44,Day2_CSTone,4,269.6,59.91,74.89,0.06,0,18,210201
210201-13,VF022421_114126,day2_7,Chamber1,Control,male,APOE44,Day2_Exploration,4,89.6,19.91,19.91,0.12,0,18,210201
,,,,Control,male,APOE44,,,,,,,,,210201
210201-14,VF022421_114126,day2_7,Chamber 2,Control,male,APOE44,Day2_Acclimation,28,175.467,38.99,97.48,0.64,0,77,210201
210201-14,VF022421_114126,day2_7,Chamber 2,Control,male,APOE44,Day2_CSTone,12,268.633,59.7,74.62,0.19,0,48,210201
210201-14,VF022421_114126,day2_7,Chamber 2,Control,male,APOE44,Day2_Exploration,7,89,19.78,19.78,0.32,0,48,210201
,,,,Control,male,APOE44,,,,,,,,,210201
210201-15,VF022421_115239,day2_8,Chamber1,Control,male,APOE44,Day2_Acclimation,9,178.767,39.73,99.31,0.34,0,35,210201
210201-15,VF022421_115239,day2_8,Chamber1,Control,male,APOE44,Day2_CSTone,2,269.967,59.99,74.99,0.02,0,23,210201
210201-15,VF022421_115239,day2_8,Chamber1,Control,male,APOE44,Day2_Exploration,1,90,20,20,0.04,0,10,210201
,,,,Control,male,APOE44,,,,,,,,,210201
210201-16,VF022421_115239,day2_8,Chamber 2,Control,male,APOE44,Day2_Acclimation,34,171.133,38.03,95.07,1.2,0,56,210201
210201-16,VF022421_115239,day2_8,Chamber 2,Control,male,APOE44,Day2_CSTone,55,257.5,57.22,71.53,0.97,0,70,210201
210201-16,VF022421_115239,day2_8,Chamber 2,Control,male,APOE44,Day2_Exploration,17,85.2,18.93,18.93,1.02,0,70,210201
,,,,Control,male,APOE44,,,,,,,,,210201
210201-17,VF022421_120537,day2_9,Chamber1,Control,male,APOE44,Day2_Acclimation,27,41,9.11,22.78,69.48,0,855,210201
210201-17,VF022421_120537,day2_9,Chamber1,Control,male,APOE44,Day2_CSTone,55,185.7,41.27,51.58,32.23,0,1868,210201
210201-17,VF022421_120537,day2_9,Chamber1,Control,male,APOE44,Day2_Exploration,17,49.7,11.04,11.04,48.18,0,736,210201
,,,,Control,male,APOE44,,,,,,,,,210201
210201-18,VF022421_120537,day2_9,Chamber 2,Control,male,APOE44,Day2_Acclimation,40,169.4,37.64,94.11,1.24,0,67,210201
210201-18,VF022421_120537,day2_9,Chamber 2,Control,male,APOE44,Day2_CSTone,13,266.733,59.27,74.09,0.33,0,69,210201
210201-18,VF022421_120537,day2_9,Chamber 2,Control,male,APOE44,Day2_Exploration,11,86.8,19.29,19.29,0.88,0,69,210201
,,,,,,,,,,,,,,,210201
210201-19,VF022421_122203,day2_10,Chamber1,Control,male,APOE22HN,Day2_Acclimation,17,176.867,39.3,98.26,0.47,0,43,210201
210201-19,VF022421_122203,day2_10,Chamber1,Control,male,APOE22HN,Day2_CSTone,12,267.967,59.55,74.44,0.24,0,53,210201
210201-19,VF022421_122203,day2_10,Chamber1,Control,male,APOE22HN,Day2_Exploration,8,88.467,19.66,19.66,0.49,0,39,210201
