"","Group.1","Group.2","Group.3","Group.4","Test","Animal","Treatment","Diet","APOE","Sex","Code","Stage","Trial","LaunchQuad","Apparatus","Date","Winding","Duration","Distance","Mean.speed","NE.time","NE.distance","NE...average.speed","NW.time","NW.distance","NW...average.speed","SE.time","SE.distance","SE...average.speed","SW.time","SW.distance","SW...average.speed","NormSWTime","NormSWDist","Island...distance.to.first.entry","Island...latency.to.first.entry","Thigmitaxis...time","Thigmitaxis...distance","Thigmitaxis...average.speed","SW...latency.to.first.entry","residuals"
"1109",64,5,1,5,336,64,NA,NA,5,1,NA,5,2,NA,NA,NA,NA,10.65,0.05495,0.0555,0,0,NA,0.4,0.0056,NA,0,0,NA,10.25,0.04935,0.05,0.935483870967742,0.858227848101266,0.4445,6.55,0,0,NA,NA,2.13408750484549
"1110",65,5,1,5,356,65,NA,NA,5,1,NA,5,3,NA,NA,NA,NA,11,0.13165,0.12,0,0,NA,0,0,NA,1.95,0.03335,0.1755,9.05,0.09825,0.1115,0.822089947089947,0.719624443657468,0.941,6.9,0,0,NA,NA,-0.130551718949424
"1111",66,5,1,5,338,66,NA,NA,5,1,NA,5,2,NA,NA,NA,NA,8.2,0.0486,0.047,0,0,NA,1,0.00785,NA,0,0,NA,7.2,0.0407,0.047,0.91304347826087,0.911731843575419,0.4335,4.1,0,0,NA,NA,-0.775611202096262
"1112",67,5,1,5,358,67,NA,NA,5,1,NA,5,3,NA,NA,NA,NA,10.9,0.14385,0.1305,0,0,NA,0,0,NA,1.4,0.0256,0.182,9.5,0.11825,0.1195,0.862755102040816,0.788043831317132,1.109,6.8,0,0,NA,NA,0.146134919037449
"1113",68,5,1,5,340,68,NA,NA,5,1,NA,5,2,NA,NA,NA,NA,17.55,0.2303,0.132,0,0,NA,1.6,0.02275,NA,2.55,0.0498,0.175,13.35,0.15775,0.1175,0.744818568159529,0.686438754109698,2.2095,13.45,0.65,0.054,NA,NA,3.97137586732129
"1114",69,5,1,5,360,69,NA,NA,5,1,NA,5,3,NA,NA,NA,NA,17.35,0.20455,0.122,2.5,0.00885,NA,0,0,NA,4.15,0.05755,0.375,10.65,0.13805,0.134,0.596189757954464,0.660504435336686,1.585,13.2,1.1,0.164,0.078,NA,1.43643621209569
"1115",75,5,1,5,348,75,NA,NA,5,1,NA,5,3,NA,NA,NA,NA,15.7,0.17915,0.1205,0.65,0.0416,NA,0,0,NA,2.55,0.0306,NA,12.55,0.10695,0.085,0.817173023055376,0.594597410115384,1.667,11.7,1,0.4335,NA,NA,3.36119526381186
"1116",76,5,1,5,330,76,NA,NA,5,1,NA,5,2,NA,NA,NA,NA,13.8,0.2434,0.1685,0.85,0.02225,NA,4.15,0.0806,0.184,1.2,0.0313,NA,7.6,0.10925,0.144,0.608823337466554,0.542263279661524,2.1035,9.7,0,0,NA,NA,-2.38109439110529
"1117",77,5,1,5,350,77,NA,NA,5,1,NA,5,3,NA,NA,NA,NA,16.35,0.23945,0.1425,2.5,0.03835,0.1465,0,0,NA,5.3,0.1187,0.2365,8.55,0.08245,0.0935,0.543968240416631,0.35066578066834,2.3045,12.3,0.6,0.087,NA,NA,-1.00193749469184
"1118",78,5,1,5,332,78,NA,NA,5,1,NA,5,2,NA,NA,NA,NA,9.3,0.13175,0.142,1.7,0.04525,0.2745,0.3,0.00375,NA,1.75,0.04225,0.2345,5.55,0.0405,0.0725,0.596669750231267,0.306686183911703,1.249,5.2,0,0,NA,NA,-3.99368447745312
"1119",31,6,1,5,107,31,NA,NA,6,1,NA,5,2.5,NA,NA,NA,NA,27,0.47825,0.174,7.225,0.1428,0.198,3.65,0.06985,0.18925,10.1,0.182825,NA,6.025,0.08275,0.1135,0.233840309597638,0.155150393019492,4.715,24.95,4.075,0.66975,NA,NA,-4.04687758073122
"1120",33,6,1,5,109,33,NA,NA,6,1,NA,5,2.5,NA,NA,NA,NA,24.25,0.41335,0.17,1.1,0.022675,NA,3.6,0.064475,NA,7.175,0.143625,0.20225,12.4,0.1826,0.13975,0.486139175603163,0.403072846074396,4.0675,22.2,0.7,0.093,NA,NA,2.39414655717855
"1121",35,6,1,5,465,35,NA,NA,6,1,NA,5,2.5,NA,NA,NA,NA,23.125,0.3278,0.11275,0.325,0.00555,NA,2.825,0.045925,NA,5.375,0.09145,NA,14.575,0.184875,0.1035,0.727200878789117,0.672353577289213,3.2325,19.075,1.075,0.18775,NA,NA,5.51411703101202
"1122",44,6,1,5,457,44,NA,NA,6,1,NA,5,2.5,NA,NA,NA,NA,14.775,0.186925,0.104,0.675,0.0135,NA,0.35,0.004575,NA,2.175,0.034,NA,11.55,0.134825,0.097,0.842279406119974,0.779691640042891,1.65625,10.675,0.275,0.06525,NA,NA,2.63354483268962
"1123",54,6,1,5,459,54,NA,NA,6,1,NA,5,2.5,NA,NA,NA,NA,17.275,0.21185,0.108,2.575,0.0392,NA,2.575,0.042725,NA,0.45,0.007875,NA,11.675,0.12205,0.08775,0.69569278100177,0.570834502321963,2.063,13.25,0.225,0.0395,NA,NA,2.69252069477986
"1124",56,6,1,5,461,56,NA,NA,6,1,NA,5,2.5,NA,NA,NA,NA,15.65,0.139875,0.0905,0.8,0.008075,NA,4.225,0.03205,NA,1.025,0.026675,NA,9.6,0.07305,0.07025,0.638864247814577,0.51945953816537,1.35525,11.6,0.025,0.16875,NA,NA,0.906376298135072
"1125",58,6,1,5,463,58,NA,NA,6,1,NA,5,2.5,NA,NA,NA,NA,13.275,0.155025,0.10775,0.5,0.008725,NA,3.75,0.058125,NA,1.3,0.020625,NA,7.725,0.067575,0.08075,0.639754565186195,0.522344497005814,1.4515,9.225,0,0,NA,NA,-1.25335279660078
"1126",12,1,2,5,180,12,NA,NA,1,2,NA,5,2,NA,NA,NA,6.5266555505,11.45,0.1543,0.135,0,0,NA,0.65,0.0125,NA,2.95,0.0445,NA,7.85,0.0973,0.124,0.721856340007025,0.66120685649679,1.505,9.4,2.4,0.1895,NA,NA,-1.57814223611103
"1127",15,1,2,5,175,15,NA,NA,1,2,NA,5,2,NA,NA,NA,5.43202034,11.7,0.18775,0.1505,2.7,0.06195,NA,4.15,0.0742,NA,0,0,NA,4.8,0.05155,0.098,0.596491228070175,0.538461538461538,1.803,9.6,0,0,NA,NA,-4.88398577051136
"1128",16,1,2,5,176,16,NA,NA,1,2,NA,5,2,NA,NA,NA,2.5805983505,4.55,0.04145,0.062,0,0,NA,1.6,0.0309,NA,0,0,NA,2.95,0.01055,0.0305,0.761194029850746,NA,0.3965,2.3,0,0,NA,NA,-5.27320171925787
"1129",17,1,2,5,177,17,NA,NA,1,2,NA,5,2,NA,NA,NA,6.0134909045,13.35,0.2047,0.0985,0.8,0.01675,NA,0.5,0.0107,NA,5.45,0.092,NA,6.65,0.08525,0.093,0.717299578059072,0.702268195413759,1.956,11.3,0,0,NA,NA,-2.17567197768445
"1130",18,1,2,5,178,18,NA,NA,1,2,NA,5,2,NA,NA,NA,7.8189293765,28.4,0.61255,0.2135,2.65,0.0729,0.2715,7.2,0.1642,0.223,9.35,0.2186,0.2375,9.2,0.15685,0.1555,0.323548842109022,0.235660354049183,6.0895,26.35,6.8,1.311,0.2115,NA,-1.52386594259012
"1131",19,1,2,5,179,19,NA,NA,1,2,NA,5,2,NA,NA,NA,9.185591196,28.9,0.5654,0.2045,9.1,0.1694,0.204,5.65,0.1074,0.1975,9.25,0.19215,0.2305,4.95,0.0964,0.191,0.1911539091708,0.171381747916889,5.2985,26.85,9.7,1.4525,0.1805,NA,-5.62531163229316
"1132",25,1,2,5,86,25,NA,NA,1,2,NA,5,2,NA,NA,NA,3.074446375,6.35,0.09165,0.1005,0.2,0.00395,NA,1.15,0.02495,NA,0.15,0.00225,NA,4.85,0.0605,0.0935,0.854368932038835,0.823111868256672,0.8465,4.15,0,0,NA,NA,-4.00868404663933
"1133",26,1,2,5,87,26,NA,NA,1,2,NA,5,2,NA,NA,NA,4.370007412,11.65,0.1989,0.1645,0.6,0.0111,NA,2,0.0393,NA,2.1,0.0407,0.1895,6.95,0.1078,0.155,0.685041407867495,0.652215403829739,1.88,9.6,0,0,NA,NA,-2.96507025319553
"1134",27,1,2,5,88,27,NA,NA,1,2,NA,5,2,NA,NA,NA,1.530926419,3,0.02715,0.078,0,0,NA,0,0,NA,0,0,NA,3,0.02715,0.078,1,1,0.198,0.75,0,0,NA,NA,-5.48729827089692
"1135",28,1,2,5,89,28,NA,NA,1,2,NA,5,2,NA,NA,NA,5.6960739095,12.05,0.14465,0.109,0,0,NA,5.3,0.05515,NA,0.45,0.00575,NA,6.3,0.08375,0.1265,0.695767195767196,0.749794576828266,1.3685,9.95,1.85,0.151,NA,NA,-2.69898533969758
"1136",29,1,2,5,90,29,NA,NA,1,2,NA,5,2,NA,NA,NA,2.80127643,6.3,0.05525,0.077,0,0,NA,0,0,NA,0,0,NA,6.3,0.05525,0.077,1,1,0.5005,4.2,1.05,0.115,NA,NA,-2.17079223641948
"1137",86,1,2,5,313.5,86,NA,NA,1,2,NA,5,2.5,NA,NA,NA,NA,12.55,0.2123,0.173,0.85,0.0153,NA,1.55,0.035325,0.235,0.925,0.017125,NA,8.675,0.132975,0.1585,0.70248142124452,0.63674878186754,1.841,8.475,0.55,0.1165,NA,NA,-1.38037154625377
"1138",105,1,2,5,766,105,NA,NA,1,2,NA,5,2,NA,NA,NA,NA,15.9,0.1899,0.115,0,0,NA,5.35,0.077,0.1475,0.4,0.0062,NA,10.15,0.1067,0.0985,0.648061981475791,0.545153567903971,1.8425,11.85,0,0,NA,2.3,1.05197845343778
"1139",106,1,2,5,789,106,NA,NA,1,2,NA,5,3,NA,NA,NA,NA,13.75,0.14525,0.1065,1.7,0.0163,NA,3.2,0.03355,NA,3.1,0.04865,NA,5.8,0.04675,0.081,0.428763440860215,0.319346506368289,1.2605,9.75,0,0,NA,8,-3.15772025350398
"1140",108,1,2,5,768,108,NA,NA,1,2,NA,5,2,NA,NA,NA,NA,5.75,0.0326,0.0565,0,0,NA,0,0,NA,0,0,NA,5.75,0.0326,0.0565,1,1,0.2245,1.65,0,0,NA,0,-2.38241852963195
"1141",109,1,2,5,791,109,NA,NA,1,2,NA,5,3,NA,NA,NA,NA,12.75,0.1263,0.0975,1.25,0.0193,NA,2.8,0.03545,NA,0.8,0.0123,NA,7.9,0.0593,0.075,0.666136455936104,0.529375640592523,1.2145,8.75,0,0,NA,4.65,-0.909165943207012
"1142",110,1,2,5,770,110,NA,NA,1,2,NA,5,2,NA,NA,NA,NA,13.7,0.19295,0.1485,3.55,0.0573,NA,2.5,0.01405,NA,1.95,0.04095,NA,5.5,0.08065,0.1485,0.600273200717152,0.628022524014574,NA,9.6,0.15,0,NA,8,-4.15097370155648
"1143",70,2,2,5,342,70,NA,NA,2,2,NA,5,2,NA,NA,NA,NA,48.2,0.77235,0.157,4.15,0.0718,0.1705,21,0.33285,0.158,2.5,0.0466,NA,20.5,0.3211,0.139,0.397857142857143,0.364724175637238,NA,NA,16.5,2.1005,0.125,NA,10.7087250053853
"1144",118,2,2,5,1386,118,NA,NA,2,2,NA,5,2,NA,NA,NA,NA,39.45,0.41905,0.107,0.8,0.01405,NA,8.65,0.10555,0.131,0.4,0.00725,NA,25.7,0.27215,0.1055,0.67091576051356,0.660707186596866,3.8875,35.4,5.8,0.403,0.071,5.15,16.7340267292573
"1145",129,2,2,5,1418,129,NA,NA,2,2,NA,5,3,NA,NA,NA,NA,36.95,0.62505,0.139,9.8,0.172,0.1505,7.2,0.123,NA,9.55,0.17265,0.164,8.45,0.1555,0.17,0.220983213429257,0.287450493012785,NA,NA,5.1,0.69,NA,6.35,-1.0441663740208
"1146",140,2,2,5,1388,140,NA,NA,2,2,NA,5,2,NA,NA,NA,NA,22.35,0.3623,0.136,2.2,0.05125,NA,2.4,0.04825,0.174,3.55,0.08135,NA,12,0.1758,0.1435,0.512573099415205,0.601518567481051,3.109,18.25,5.05,0.463,NA,0.75,2.55535172941153
"1147",143,2,2,5,1420,143,NA,NA,2,2,NA,5,3,NA,NA,NA,NA,15.85,0.21565,0.127,3.8,0.04135,NA,1.05,0.0264,NA,2.05,0.04245,0.2095,4.9,0.1017,0.2205,0.283938764919564,0.492543729861248,2.1185,11.85,2.35,0.1765,NA,5.1,-4.39609396029151
"1148",144,2,2,5,1390,144,NA,NA,2,2,NA,5,2,NA,NA,NA,NA,18,0.228,0.1255,3.5,0.05575,0.168,7.15,0.12005,0.1835,0,0,NA,3.25,0.0488,0.1615,0.172268907563025,0.219936631929415,2.2465,13.9,0.4,0.06,NA,2.4,-6.02133490857535
"1149",145,2,2,5,1422,145,NA,NA,2,2,NA,5,3,NA,NA,NA,NA,44,0.72545,0.164,3.5,0.0497,NA,6.35,0.1132,NA,16.2,0.2987,0.186,13.8,0.25635,0.183,0.30982905982906,0.345768259181466,7.179,39.95,5.5,0.7365,0.1345,7.65,3.89318276404319
"1150",146,2,2,5,1392,146,NA,NA,2,2,NA,5,2,NA,NA,NA,NA,15.35,0.2176,0.142,0,0,NA,4.7,0.0959,0.2105,2.45,0.0325,NA,4.1,0.08155,0.198,0.267521875796449,0.371258682472021,2.0995,11.25,1.9,0.1695,0.093,1.4,-5.44368447745312
"1151",11,3,2,5,171,11,NA,NA,3,2,NA,5,2,NA,NA,NA,3.3981567875,11.5,0.1984,0.1715,4.5,0.0962,0.2185,2.15,0.04455,0.301,0.3,0.00405,NA,4.55,0.05355,0.117,0.444937176644494,0.297068859516724,1.9505,9.4,0,0,NA,NA,-5.48061249453761
"1152",13,3,2,5,172,13,NA,NA,3,2,NA,5,2,NA,NA,NA,5.371034599,12.3,0.2132,0.1305,2,0.04735,NA,1.55,0.0425,NA,2.15,0.0389,NA,6.6,0.08445,0.1085,0.734883720930233,0.681232978460015,2.095,10.25,1.5,0.267,NA,NA,-2.75386508096255
"1153",14,3,2,5,173,14,NA,NA,3,2,NA,5,2,NA,NA,NA,7.5122490845,22.55,0.315,0.099,5.15,0.07955,NA,11.8,0.1784,NA,0,0,NA,5.6,0.05705,0.0855,0.598341232227488,0.580364405401009,3.091,20.55,0.45,0.038,NA,NA,-3.23392499492317
"1154",20,3,2,5,104,20,NA,NA,3,2,NA,5,2,NA,NA,NA,2.2007886965,3.5,0.0291,0.0635,0,0,NA,0.95,0.02115,NA,0,0,NA,2.55,0.00795,0.029,0.793478260869565,NA,0.291,1.25,0,0,NA,NA,-5.69796077097403
"1155",21,3,2,5,105,21,NA,NA,3,2,NA,5,2,NA,NA,NA,6.1891381055,16.6,0.248,0.1365,0,0,NA,8.7,0.1253,NA,1,0.0154,NA,6.9,0.1073,0.146,0.659649122807018,0.679936305732484,2.3015,14.55,0.95,0.066,NA,NA,-2.55290128782719
"1156",22,3,2,5,106,22,NA,NA,3,2,NA,5,2,NA,NA,NA,10.129942013,32.9,0.6601,0.163,2.45,0.0514,NA,10.65,0.19885,0.1745,9.2,0.18865,NA,10.6,0.22115,0.1695,0.519310344827586,0.489331185217588,NA,NA,3.7,0.8505,NA,NA,0.709688798520631
"1157",23,3,2,5,107,23,NA,NA,3,2,NA,5,2,NA,NA,NA,6.996246523,21.65,0.4822,0.144,1.95,0.0505,NA,9.1,0.2298,NA,2.05,0.0562,NA,8.55,0.14565,0.123,0.678132678132678,0.645923198316675,4.7535,19.6,2.45,0.48,NA,NA,-1.026696546408
"1158",24,3,2,5,108,24,NA,NA,3,2,NA,5,2,NA,NA,NA,15.5611723,37.6,0.5433,0.1425,6.1,0.0895,0.145,8.4,0.11655,0.142,11.3,0.18465,0.1645,11.85,0.15265,0.1255,0.326819568323101,0.282248811275117,5.362,35.55,1.45,0.1955,0.126,NA,2.29806250530816
"1159",39,3,2,5,456,39,NA,NA,3,2,NA,5,2,NA,NA,NA,NA,11.1,0.17735,0.167,0,0,NA,2.25,0.04155,0.172,0.3,0.04465,NA,8.55,0.09115,0.0995,0.77352394441002,0.486054164465163,1.7,7.05,0.3,0.4465,NA,NA,-1.40633533938913
"1160",40,3,2,5,483,40,NA,NA,3,2,NA,5,3,NA,NA,NA,NA,13.1,0.2128,0.1625,0.45,0.00885,NA,1.25,0.02475,0.184,1.35,0.03675,0.265,10.05,0.14245,0.1425,0.764154356346096,0.666958272312152,2.028,9.1,0,0,NA,NA,0.167941815759351
"1161",41,3,2,5,458,41,NA,NA,3,2,NA,5,2,NA,NA,NA,NA,19.75,0.3363,0.173,0,0,NA,5.1,0.10435,0.2075,1.45,0.02825,0.1935,13.2,0.2038,0.149,0.645136649125785,0.568433791824522,3.3075,15.75,2.45,0.411,NA,NA,3.14462845374623
"1162",42,3,2,5,485,42,NA,NA,3,2,NA,5,3,NA,NA,NA,NA,9,0.1244,0.1375,0.4,0.00675,NA,0,0,NA,1.6,0.04205,0.267,6.95,0.07555,0.105,0.767345399698341,0.588590717642438,1.135,4.9,0,0,NA,NA,-2.51940732230464
"1163",43,3,2,5,460,43,NA,NA,3,2,NA,5,2,NA,NA,NA,NA,6.6,0.05225,0.071,0,0,NA,1.4,0.02805,NA,0,0,NA,5.2,0.0242,0.0465,0.827160493827161,0.678325688073395,0.442,2.55,0,0,NA,NA,-3.17175602955484
"1164",45,3,2,5,487,45,NA,NA,3,2,NA,5,3,NA,NA,NA,NA,18.7,0.30215,0.1525,0.5,0.0133,NA,1.45,0.0316,0.222,5.7,0.1188,0.1975,11,0.1384,0.123,0.63953687527832,0.529931170161338,2.9965,14.65,0.5,0.079,NA,NA,1.28300216053376
"1165",46,3,2,5,462,46,NA,NA,3,2,NA,5,2,NA,NA,NA,NA,9.6,0.09915,0.067,0,0,NA,3.3,0.0667,NA,0,0,NA,6.3,0.0325,0.0395,0.777027027027027,NA,0.97,5.4,0.25,0.047,NA,NA,-2.00573189164507
"1166",47,3,2,5,489,47,NA,NA,3,2,NA,5,3,NA,NA,NA,NA,14.7,0.1771,0.1155,0.5,0.00875,NA,0.7,0.0127,NA,3.15,0.059,0.1875,10.3,0.0966,0.0895,0.70252311248074,0.542303718163588,1.686,10.65,0,0,NA,NA,1.19372543619906
"1167",48,3,2,5,464,48,NA,NA,3,2,NA,5,2,NA,NA,NA,NA,7.3,0.0825,0.111,0.4,0.0113,NA,0.35,0.0052,NA,0.3,0.01225,NA,6.25,0.0538,0.0865,0.87037037037037,0.739327883742053,0.758,3.2,0,0,NA,NA,-2.78199740865246
"1168",49,3,2,5,491,49,NA,NA,3,2,NA,5,3,NA,NA,NA,NA,13.1,0.1442,0.1095,0,0,NA,0,0,NA,0.95,0.02215,NA,12.15,0.12205,0.0905,0.88125,0.750563063063063,1.4025,9.1,0.3,0.0255,NA,NA,3.1427616430637
"1169",50,3,2,5,466,50,NA,NA,3,2,NA,5,2,NA,NA,NA,NA,28.8,0.32805,0.084,0.85,0.00955,NA,10.1,0.11355,NA,3.55,0.05275,NA,14.3,0.1521,0.084,0.719535783365571,0.720314735336195,3.204,24.75,0.8,0.135,NA,NA,5.71366552223844
"1170",51,3,2,5,493,51,NA,NA,3,2,NA,5,3,NA,NA,NA,NA,9.45,0.09065,0.096,0.25,0,NA,0,0,NA,0.25,0.00875,NA,8.95,0.0819,0.0895,0.936708860759494,0.882864792503347,0.8155,5.4,0,0,NA,NA,0.165593108509148
"1171",52,3,2,5,468,52,NA,NA,3,2,NA,5,2,NA,NA,NA,NA,6.9,0.0512,0.057,0,0,NA,2.05,0.0368,NA,0,0,NA,4.85,0.0144,0.028,0.781914893617021,0.626016260162602,0.4755,2.65,0,0,NA,NA,-3.29067154687067
"1172",60,3,2,5,324,60,NA,NA,3,2,NA,5,2,NA,NA,NA,NA,15.45,0.25515,0.164,0.35,0.007,NA,4,0.0883,0.23,0.95,0.0211,NA,10.15,0.13885,0.1335,0.649936034115139,0.530649106933414,2.481,11.4,0,0,NA,NA,0.24318276404319
"1173",71,3,2,5,344,71,NA,NA,3,2,NA,5,3,NA,NA,NA,NA,5.6,0.03365,0.0595,0,0,NA,0,0,NA,0,0,NA,5.6,0.03365,0.0595,1,1,0.264,1.6,0,0,NA,NA,-2.58193663306427
"1174",72,3,2,5,326,72,NA,NA,3,2,NA,5,2,NA,NA,NA,NA,5.5,0.02865,0.049,0,0,NA,0,0,NA,0.3,0.0041,NA,5.2,0.0245,0.0465,0.949152542372881,0.923005565862709,NA,1.4,0,0,NA,NA,-2.80862327105114
"1175",73,3,2,5,346,73,NA,NA,3,2,NA,5,3,NA,NA,NA,NA,9.1,0.13245,0.1445,0.45,0.01365,NA,0.15,0.0046,NA,2.95,0.06645,0.23,5.6,0.04775,0.085,0.614825581395349,0.360113880699384,1.2355,5.1,0,0,NA,NA,-3.98494956364672
"1176",74,3,2,5,328,74,NA,NA,3,2,NA,5,2,NA,NA,NA,NA,9,0.1093,0.121,0.25,0.0053,NA,1,0.0214,NA,0.75,0.01205,NA,7.05,0.0705,0.095,0.771116138763198,0.612260389985954,1.0205,4.95,0,0,NA,NA,-2.14705775342686
"1177",80,3,2,5,316,80,NA,NA,3,2,NA,5,3,NA,NA,NA,NA,6,0.1207,0.1925,0,0,NA,0,0,NA,1,0.0516,0.3265,5,0.0691,0.1375,0.841750841750842,0.713968957871397,0.4525,1.95,0,0,NA,NA,-5.37723921856387
"1178",81,3,2,5,300,81,NA,NA,3,2,NA,5,2,NA,NA,NA,NA,8.5,0.11795,0.1345,0,0,NA,1.4,0.0228,NA,0,0,NA,7.1,0.0951,0.1315,0.885245901639344,0.870830977953646,0.8135,4.4,0,0,NA,NA,-2.31988921887231
"1179",82,3,2,5,318,82,NA,NA,3,2,NA,5,3,NA,NA,NA,NA,14.55,0.20905,0.131,0,0,NA,0,0,NA,2.3,0.0514,0.2265,11.8,0.1525,0.1055,0.796411318150449,0.611483222352788,1.9245,10.5,0.4,0.052,NA,NA,2.43788190179873
"1180",83,3,2,5,302,83,NA,NA,3,2,NA,5,2,NA,NA,NA,NA,13.3,0.20295,0.149,0.75,0.0135,NA,2.35,0.04885,0.245,1.45,0.03625,NA,8.7,0.1043,0.111,0.632171048542482,0.475421821327488,1.711,9.2,0,0,NA,NA,-0.959226718795203
"1181",84,3,2,5,320,84,NA,NA,3,2,NA,5,3,NA,NA,NA,NA,8.1,0.0987,0.123,0.4,0.00465,NA,0,0,NA,2.05,0.03245,0.1465,5.65,0.0616,0.1055,0.704406364749082,0.600516091338429,0.61,4.05,0,0,NA,NA,-3.58006982238175
"1182",85,3,2,5,304,85,NA,NA,3,2,NA,5,2,NA,NA,NA,NA,7.7,0.1413,0.1705,0,0,NA,2.3,0.03815,NA,0,0,NA,5.35,0.10315,0.1945,0.760204081632653,0.821395131086142,0.5725,3.65,0,0,NA,NA,-4.66410646006018
"1183",93,3,2,5,296,93,NA,NA,3,2,NA,5,2,NA,NA,NA,NA,8.8,0.09685,0.0845,0,0,NA,1.15,0.023,NA,0,0,NA,7.6,0.07385,0.0785,0.909090909090909,0.871436556735606,0.7185,4.6,0.1,0,NA,NA,-0.994587495000284
"1184",94,3,2,5,314,94,NA,NA,3,2,NA,5,3,NA,NA,NA,NA,19.95,0.38175,0.19,0.65,0.01365,NA,0.85,0.0231,NA,9,0.1981,0.226,8.5,0.1327,0.16,0.563723842339692,0.49501666986386,3.454,15.9,0.95,0.142,NA,NA,-1.83597413237027
"1185",95,3,2,5,298,95,NA,NA,3,2,NA,5,2,NA,NA,NA,NA,5.05,0.07585,0.151,0,0,NA,0.35,0.0061,NA,0,0,NA,4.7,0.06975,0.149,0.93859649122807,0.925518925518926,NA,1,0,0,NA,NA,-4.99223878775008
"1186",96,3,2,5,749,96,NA,NA,3,2,NA,5,2,NA,NA,NA,NA,11.3,0.1689,0.1685,0.3,0.00915,NA,0.6,0.01105,NA,1.75,0.03905,0.269,8.35,0.1064,0.155,0.700623700623701,0.633517108663895,1.289,7.2,0.3,0.0325,NA,2.45,-1.63109439110529
"1187",97,3,2,5,780,97,NA,NA,3,2,NA,5,3,NA,NA,NA,NA,18.45,0.34195,0.1855,1.85,0.04175,0.2235,7.1,0.153,0.212,1.75,0.04095,0.2305,7.7,0.10615,0.1355,0.420132547864507,0.320024927163177,3.0415,14.35,0,0,NA,3.9,-2.56169697722178
"1188",98,3,2,5,759,98,NA,NA,3,2,NA,5,2,NA,NA,NA,NA,59,0.9528,0.1615,8.4,0.14145,0.1715,21.45,0.35405,0.1675,8.4,0.1519,0.176,13.05,0.2001,0.1615,0.222126436781609,0.212005179570951,NA,NA,7.7,1.053,NA,8.25,3.18444785023679
"1189",99,3,2,5,782,99,NA,NA,3,2,NA,5,3,NA,NA,NA,NA,57.15,1.1115,0.194,9.85,0.21155,0.214,9.3,0.18425,0.2005,20.05,0.4402,0.2175,10.1,0.16445,0.1805,0.180842541436464,0.152761624833478,NA,NA,7.85,1.1105,0.1435,16,-0.301998270280027
"1190",100,3,2,5,761,100,NA,NA,3,2,NA,5,2,NA,NA,NA,NA,13.8,0.2421,0.1725,1.4,0.03445,NA,4.7,0.10725,0.2275,0.55,0.01215,NA,6.35,0.0723,0.1135,0.469422863485017,0.312528925880624,2.198,9.7,0.75,0.159,NA,3.5,-3.69711852901506
"1191",101,3,2,5,784,101,NA,NA,3,2,NA,5,3,NA,NA,NA,NA,22.6,0.4381,0.1875,1.3,0.0329,NA,2.15,0.0488,0.2015,4.3,0.10845,NA,11.5,0.1806,0.1555,0.571059795362809,0.478043267710941,4.2925,18.55,3.3,0.674,NA,2.4,1.20529095382334
"1192",102,3,2,5,763,102,NA,NA,3,2,NA,5,2,NA,NA,NA,NA,10.9,0.18355,0.16,0,0,NA,1.6,0.0377,NA,0.8,0.02115,NA,7.75,0.11045,0.1375,0.728468899521531,0.629859891625608,1.6265,6.8,0.75,0.142,NA,0.75,-2.09079309804705
"1193",103,3,2,5,786,103,NA,NA,3,2,NA,5,3,NA,NA,NA,NA,22.7,0.42995,0.196,0,0,NA,0,0,NA,1.1,0.02095,0.154,6.25,0.0881,0.147,0.336284355179704,0.262515874966185,3.917,18.65,15.35,3.2085,0.2205,3.1,-4.18501033923491
"1194",104,3,2,5,765,104,NA,NA,3,2,NA,5,2,NA,NA,NA,NA,10.4,0.1545,0.1385,0,0,NA,1.7,0.0218,NA,1.2,0.0249,NA,6.1,0.09325,0.148,0.726114649681529,0.752625201938611,0.8935,6.3,1.4,0.1455,NA,0.45,-3.38591335678208
"1195",107,3,2,5,772,107,NA,NA,3,2,NA,5,3,NA,NA,NA,NA,35.1,0.72335,0.2025,3.3,0.07525,0.228,5.2,0.1138,0.11,6.5,0.1563,0.2345,13.95,0.26445,0.1885,0.478889943074004,0.44715299358559,6.8635,31,6.1,1.1355,NA,4.45,3.40770043666173
"1196",111,3,2,5,751,111,NA,NA,3,2,NA,5,2,NA,NA,NA,NA,20.35,0.16415,0.073,4.15,0.03165,0.1145,4.1,0.03565,0.1165,0.4,0.012,NA,11.75,0.0849,0.074,0.533963214915596,0.572739222651528,1.378,16.3,0,0,NA,5.5,3.34523190149028
"1197",112,3,2,5,774,112,NA,NA,3,2,NA,5,3,NA,NA,NA,NA,7.05,0.0676,0.0875,0,0,NA,0,0,NA,1.9,0.04095,NA,5.1,0.02665,0.052,0.778409090909091,0.619423791821561,0.642,2.95,0,0,NA,1.9,-3.54410559843261
"1198",113,3,2,5,753,113,NA,NA,3,2,NA,5,2,NA,NA,NA,NA,18.75,0.16735,0.0705,0,0,NA,4.95,0.03955,NA,0,0,NA,13.05,0.12195,0.082,0.790441176470588,0.851098720892096,1.567,14.7,0.75,0.0585,NA,3.35,4.68649698768388
"1199",114,3,2,5,776,114,NA,NA,3,2,NA,5,3,NA,NA,NA,NA,21.85,0.321,0.148,0.7,0.0157,NA,1.4,0.0215,0.126,0.7,0.0173,0.238,18.35,0.25815,0.143,0.834059233449477,0.803497114419487,3.11,17.85,0.65,0.083,NA,1.45,8.70727931568224
