"","Group.1","Group.2","Group.3","Group.4","Test","Animal","Treatment","Diet","APOE","Sex","Code","Stage","Trial","LaunchQuad","Apparatus","Date","Winding","Duration","Distance","Mean.speed","NE.time","NE.distance","NE...average.speed","NW.time","NW.distance","NW...average.speed","SE.time","SE.distance","SE...average.speed","SW.time","SW.distance","SW...average.speed","NormSWTime","NormSWDist","Island...distance.to.first.entry","Island...latency.to.first.entry","Thigmitaxis...time","Thigmitaxis...distance","Thigmitaxis...average.speed","SW...latency.to.first.entry","residuals"
"547",60,3,1,3,191,60,NA,NA,3,1,NA,3,3,NA,NA,NA,NA,22.2,0.35155,0.1565,5.4,0.06535,0.156,5.75,0.1243,0.217,2.45,0.0542,0.24,8.6,0.1077,0.122,0.383700980392157,0.300756648154979,3.4275,18.1,3.1,0.654,NA,NA,-1.183021977376
"548",71,3,1,3,173,71,NA,NA,3,1,NA,3,2,NA,NA,NA,NA,17.2,0.32555,0.1935,1.15,0.03565,NA,3.8,0.0808,0.2775,3.3,0.08505,0.261,8.95,0.12415,0.1315,0.516840182648402,0.361357234830195,3.2005,13.1,4.45,0.886,0.2155,NA,-1.44374525304131
"549",72,3,1,3,193,72,NA,NA,3,1,NA,3,3,NA,NA,NA,NA,7.9,0.05695,0.0595,0,0,NA,2.3,0.02935,NA,0,0,NA,5.6,0.0276,0.0465,0.790909090909091,0.708829365079365,0.4965,3.8,0,0,NA,NA,-2.58193663306427
"550",73,3,1,3,175,73,NA,NA,3,1,NA,3,2,NA,NA,NA,NA,27.65,0.5836,0.2115,1.1,0.02165,0.2025,5.8,0.15085,0.2835,3.6,0.09945,0.2815,17.2,0.3116,0.1815,0.620209176788124,0.530788302710868,5.7275,23.55,1.6,0.2525,0.17,NA,6.50914612636476
"551",74,3,1,3,195,74,NA,NA,3,1,NA,3,3,NA,NA,NA,NA,11.8,0.20055,0.1565,0.85,0.0162,NA,4.3,0.07615,0.2385,0.9,0.02435,NA,5.75,0.08385,0.1765,0.594195559018309,0.602914645040374,1.4755,7.75,0,0,NA,NA,-4.03302197737601
"552",80,3,1,3,163,80,NA,NA,3,1,NA,3,2,NA,NA,NA,NA,13,0.1821,0.129,1.35,0.03115,NA,0.95,0.02005,NA,3.15,0.05955,NA,7.55,0.07135,0.094,0.702185792349727,0.613438045375218,1.7805,8.95,0,0,NA,NA,-1.77910602924639
"553",81,3,1,3,181,81,NA,NA,3,1,NA,3,3,NA,NA,NA,NA,14.6,0.2247,0.147,1.05,0.02815,NA,0.45,0.00495,NA,2.15,0.05565,0.2485,8.3,0.0978,0.118,0.598383430159131,0.515271753528658,2.1575,10.5,2.65,0.382,0.1305,NA,-1.32621464984032
"554",82,3,1,3,165,82,NA,NA,3,1,NA,3,2,NA,NA,NA,NA,35.35,0.73195,0.1815,6.25,0.14235,NA,9.05,0.1766,NA,6.7,0.16055,0.2355,9.75,0.177,0.147,0.369836448598131,0.244574092598826,NA,NA,3.6,0.7545,NA,NA,-0.445672839312021
"555",83,3,1,3,183,83,NA,NA,3,1,NA,3,3,NA,NA,NA,NA,20.6,0.35605,0.173,4.65,0.0998,0.2155,3.05,0.06265,0.2045,3.6,0.0753,0.1865,8.3,0.09905,0.12,0.402122641509434,0.277980822893174,3.354,16.55,0.95,0.1925,NA,NA,-1.75537154625377
"556",84,3,1,3,167,84,NA,NA,3,1,NA,3,2,NA,NA,NA,NA,13.5,0.1971,0.1335,1.45,0.02905,NA,3.15,0.0538,NA,1.6,0.0283,NA,7.3,0.08595,0.1015,0.559082892416226,0.389503289011109,1.6545,9.45,0,0,NA,NA,-2.10338318439487
"557",85,3,1,3,185,85,NA,NA,3,1,NA,3,3,NA,NA,NA,NA,12.2,0.16995,0.1025,0.9,0.01875,NA,0,0,NA,0.7,0.01575,NA,10.2,0.1268,0.0955,0.898477157360406,0.865071919949969,1.597,8.15,0.4,0.0865,NA,NA,1.30830388440578
"558",93,3,1,3,177,93,NA,NA,3,1,NA,3,3,NA,NA,NA,NA,14.1,0.22535,0.1585,1,0.0196,NA,0.9,0.02035,NA,0.65,0.0163,NA,9.5,0.1342,0.138,0.666511266511266,0.580965863172527,2.079,10,2,0.3495,0.16,NA,-0.316034046330887
"559",94,3,1,3,161,94,NA,NA,3,1,NA,3,2,NA,NA,NA,NA,21.9,0.4816,0.207,3.05,0.0783,NA,2.7,0.07305,0.2705,6.55,0.1554,0.2425,9.1,0.16335,0.181,0.495416208287495,0.416169059945994,4.429,17.85,0.45,0.1145,NA,NA,-1.51657671848676
"560",95,3,1,3,179,95,NA,NA,3,1,NA,3,3,NA,NA,NA,NA,10.15,0.14765,0.1455,0.4,0.00815,NA,0,0,NA,1.75,0.0486,0.3005,8,0.0909,0.1125,0.788758553274682,0.613405442655722,1.3975,6.05,0,0,NA,NA,-1.60145559812416
"561",96,3,1,3,595,96,NA,NA,3,1,NA,3,3,NA,NA,NA,NA,10.3,0.15125,0.115,1.3,0.02775,NA,2.6,0.06,NA,0.1,0.0028,NA,6.3,0.0607,0.089,0.743589743589744,0.672039116262224,1.4165,6.2,0,0,NA,1.4,-2.79802154656222
"562",97,3,1,3,582,97,NA,NA,3,1,NA,3,2,NA,NA,NA,NA,24.9,0.4932,0.2055,0.65,0.01645,NA,3.9,0.0952,0.2375,3.7,0.09345,NA,8.85,0.1537,0.186,0.521511627906977,0.483132529342835,4.469,20.85,7.9,1.3695,NA,1.4,-1.7418176667706
"563",98,3,1,3,605,98,NA,NA,3,1,NA,3,3,NA,NA,NA,NA,32.2,0.61105,0.1345,7,0.12555,NA,3.6,0.0717,NA,10.5,0.21335,NA,7.75,0.1391,0.1465,0.5925,0.603935884525008,NA,NA,3.35,0.613,NA,1.9,-1.66988921887231
"564",99,3,1,3,584,99,NA,NA,3,1,NA,3,2,NA,NA,NA,NA,60,1.1521,0.192,5.1,0.1118,0.2165,5.1,0.09955,0.193,7.15,0.15615,0.2285,10.7,0.22655,0.212,0.178333333333333,0.195348131244546,NA,NA,32.1,5.603,0.1745,26.6,0.331013798674852
"565",100,3,1,3,607,100,NA,NA,3,1,NA,3,3,NA,NA,NA,NA,13.85,0.3071,0.2115,1.35,0.0386,NA,2.55,0.0772,0.306,1.65,0.0432,NA,4.7,0.0631,0.15,0.378642111050028,0.229610440313153,2.5655,9.75,3.55,0.8505,0.2335,2.4,-5.99085387363524
"566",101,3,1,3,586,101,NA,NA,3,1,NA,3,2,NA,NA,NA,NA,9.4,0.11795,0.1105,0,0,NA,0.35,0.00655,NA,0,0,NA,7.7,0.09055,0.1015,0.83485987696514,0.734620542494943,1.0995,5.35,1.35,0.208,NA,0.85,-1.32374439141374
"567",102,3,1,3,609,102,NA,NA,3,1,NA,3,3,NA,NA,NA,NA,38.45,0.83395,0.2225,4.5,0.1165,0.262,5.1,0.1133,0.2195,4.6,0.1177,0.271,7.45,0.1546,0.1925,0.219802761341223,0.181964778979953,NA,NA,16.8,3.3195,0.223,8.05,-3.42242025288708
"568",103,3,1,3,588,103,NA,NA,3,1,NA,3,2,NA,NA,NA,NA,47.05,0.77755,0.1645,2.05,0.0446,0.231,6.2,0.11675,0.1985,6.2,0.1224,NA,7.95,0.11495,0.154,0.196427174975562,0.164416125647694,NA,NA,24.65,3.7885,0.1545,15.05,-1.96507025319553
"569",104,3,1,3,611,104,NA,NA,3,1,NA,3,3,NA,NA,NA,NA,29.95,0.4113,0.137,2.25,0.0364,NA,4.9,0.0907,0.2015,3.15,0.05915,NA,9.7,0.11565,0.1095,0.319139050604568,0.265418231058041,4.0505,25.9,10.05,1.0935,0.1085,9.45,0.238845694934084
"570",107,3,1,3,574,107,NA,NA,3,1,NA,3,2,NA,NA,NA,NA,60,1.01965,0.17,6.15,0.14415,0.237,3.6,0.0809,NA,14.55,0.31215,0.2255,0.75,0.0213,NA,0.0125,0.0187681734073487,NA,NA,34.95,4.6115,0.1305,NA,-9.25585344282145
"571",111,3,1,3,597,111,NA,NA,3,1,NA,3,3,NA,NA,NA,NA,26.95,0.25865,0.0895,5.2,0.0261,0.1065,10.35,0.0819,0.1565,1.25,0.0256,NA,10.2,0.1251,0.109,0.36384549890297,0.438586953755097,2.4785,22.9,0,0,NA,5.45,1.52288233261251
"572",112,3,1,3,576,112,NA,NA,3,1,NA,3,2,NA,NA,NA,NA,31.8,0.4128,0.1295,0.45,0.00755,NA,7.25,0.13285,0.1795,6.55,0.1134,NA,10.35,0.0912,0.087,0.32851192542272,0.225856985126973,4.068,27.8,7.25,0.677,0.0945,10,1.01264095351489
"573",113,3,1,3,599,113,NA,NA,3,1,NA,3,3,NA,NA,NA,NA,60,0.72255,0.1205,13.4,0.0927,0.065,7.8,0.0861,0.168,7.1,0.1029,0.1445,4.25,0.07015,0.162,0.0708333333333333,0.0975481224045389,NA,NA,27.45,3.707,0.133,13.45,-4.93880473618815
"574",114,3,1,3,578,114,NA,NA,3,1,NA,3,2,NA,NA,NA,NA,24,0.30275,0.126,2.4,0.0349,NA,5.5,0.07045,0.1315,5.35,0.0586,0.144,10.6,0.13885,0.123,0.443871438245559,0.475112895951735,2.9445,20,0.15,0,NA,11.5,1.32041207418593
"575",115,3,1,3,601,115,NA,NA,3,1,NA,3,3,NA,NA,NA,NA,10.25,0.1591,0.151,1.1,0.025,NA,0.55,0.01475,NA,2.9,0.0552,0.1925,5.65,0.06415,0.1105,0.559769775678867,0.405206062938762,1.269,6.15,0,0,NA,1.65,-4.04223878775008
"576",116,3,1,3,580,116,NA,NA,3,1,NA,3,2,NA,NA,NA,NA,35.6,0.7607,0.216,5.25,0.12445,0.246,1.85,0.0396,0.2195,6.55,0.15165,0.256,2.4,0.0526,0.2225,0.185238095238095,0.186203479444985,NA,NA,19.6,3.9235,0.182,15.05,-8.36513102878372
"577",117,3,1,3,603,117,NA,NA,3,1,NA,3,3,NA,NA,NA,NA,17.95,0.3739,0.131,3,0.0712,NA,0.25,0.00905,NA,1.9,0.04705,NA,11.1,0.2083,0.1285,0.781150159744409,0.774785801713586,NA,13.9,1.7,0.383,NA,0.4,1.73788190179873
"578",36,4,1,3,271,36,NA,NA,4,1,NA,3,3,NA,NA,NA,NA,13.9,0.1622,0.1135,2.15,0.0353,NA,2.85,0.0386,0.1355,0.55,0.0113,NA,8.35,0.077,0.091,0.626645458534445,0.504709923166939,1.5835,9.9,0.9,0.084,NA,NA,-0.723262494846062
"579",37,4,1,3,246,37,NA,NA,4,1,NA,3,2,NA,NA,NA,NA,25.55,0.44975,0.1275,1.45,0.03295,NA,4.4,0.07835,NA,8.1,0.17015,NA,11.55,0.1683,0.123,0.678899082568807,0.671241677374139,4.199,21.45,4.95,0.657,NA,NA,2.24565302246977
"580",38,4,1,3,273,38,NA,NA,4,1,NA,3,3,NA,NA,NA,NA,20.1,0.3188,0.1575,1.95,0.045,0.23,5.1,0.09045,0.1915,2.3,0.0478,0.166,10.75,0.13545,0.1255,0.529942360955161,0.421938884514195,3.1285,16,4.6,0.684,0.13,NA,0.950471988146554
"581",88,4,1,3,163.5,88,NA,NA,4,1,NA,3,2.5,NA,NA,NA,NA,10.075,0.142425,0.12225,0.75,0.013175,NA,1.5,0.0276,NA,1.325,0.026375,NA,5.8,0.066,0.1105,0.64576704248303,0.592095462883702,1.08375,6,0.7,0.09275,NA,NA,-3.41769029652367
"582",90,4,1,3,165.5,90,NA,NA,4,1,NA,3,2.5,NA,NA,NA,NA,16.95,0.2513,0.12775,1.675,0.03375,NA,2.9,0.0538,NA,2.425,0.052125,NA,8.375,0.092775,0.1025,0.594147623040732,0.500275671257281,2.459,12.85,1.55,0.1885,NA,NA,-0.933473486149589
"583",92,4,1,3,167.5,92,NA,NA,4,1,NA,3,2.5,NA,NA,NA,NA,22.8,0.29645,0.1185,2.45,0.053875,NA,6.725,0.075575,NA,4.175,0.061475,0.16975,9.225,0.10345,0.11325,0.415575519453781,0.397779216281411,2.76325,18.775,0.225,0.02075,NA,NA,0.0692073327667356
"584",120,4,1,3,1163.5,120,NA,NA,4,1,NA,3,2.5,NA,NA,NA,NA,41.575,0.6738,0.15325,9.475,0.168025,0.164,4.375,0.055275,NA,12.65,0.23725,NA,12.15,0.19745,0.16075,0.253897722500127,0.267025998361356,NA,NA,18.375,3.43,NA,5.275,2.42062263467568
"585",122,4,1,3,1165.5,122,NA,NA,4,1,NA,3,2.5,NA,NA,NA,NA,54.55,0.992775,0.1835,12.7,0.21115,0.183,12.45,0.237375,0.196,13.45,0.25905,0.193,15.85,0.284,0.1785,0.291036212914485,0.284271124076403,NA,NA,38.3,6.5875,0.17425,2.775,5.6213150917331
"586",124,4,1,3,1167.5,124,NA,NA,4,1,NA,3,2.5,NA,NA,NA,NA,59.825,1.27935,0.21375,11.825,0.2805,0.23975,14.15,0.298325,0.21375,17.075,0.372875,0.2205,15.8,0.326575,0.2075,0.26412521079258,0.255563215301751,NA,NA,30.5,6.368,0.2015,5.425,5.07200754879052
"587",127,4,1,3,1171.5,127,NA,NA,4,1,NA,3,2.5,NA,NA,NA,NA,36.675,0.4503,0.13075,8.65,0.139525,NA,2.2,0.047625,NA,7.5,0.100275,0.358,14.3,0.1591,0.1265,0.349182481594177,0.366984943862724,4.46575,32.625,7.2,0.77575,0.31425,7.95,4.94200841041809
"588",130,4,1,3,1173.5,130,NA,NA,4,1,NA,3,2.5,NA,NA,NA,NA,27.3,0.376275,0.1255,4.7,0.0759,NA,7.3,0.083325,NA,5.525,0.097725,NA,5.7,0.11485,0.2075,0.261021394235099,0.441379519155795,3.71825,23.225,4.375,0.728,NA,10.225,-3.57133490857535
"589",132,4,1,3,1175.5,132,NA,NA,4,1,NA,3,2.5,NA,NA,NA,NA,50.05,0.747175,0.13875,12.225,0.174925,NA,10.25,0.182,NA,9.9,0.1502,NA,16.575,0.23805,0.16275,0.397691185785245,0.450020261261791,NA,NA,18.025,2.08025,0.11,10.55,7.08496013459856
"590",134,4,1,3,1177.5,134,NA,NA,4,1,NA,3,2.5,NA,NA,NA,NA,38.575,0.6311,0.1535,7.2,0.118425,NA,5.325,0.0821,NA,10.3,0.2089,0.20275,13.575,0.218725,0.16625,0.36857224789576,0.403973348864678,5.9575,34.525,5.15,0.6355,0.12675,9.325,3.84149612605631
"591",136,4,1,3,1179.5,136,NA,NA,4,1,NA,3,2.5,NA,NA,NA,NA,60,1.002075,0.167,14.55,0.215325,0.17675,13.1,0.228975,0.179,15.075,0.2768,0.19675,17.25,0.280975,0.18025,0.2875,0.275968512363125,NA,NA,25.425,4.58775,0.177,14.975,7.29366466061087
"592",138,4,1,3,1181.5,138,NA,NA,4,1,NA,3,2.5,NA,NA,NA,NA,46.95,0.5123,0.09475,13.7,0.162425,NA,8.125,0.07215,NA,12.3,0.1615,NA,11.75,0.115375,0.10275,0.341686119477912,0.410030419296345,NA,NA,9.425,0.857,0.078,25.925,2.98622565160595
"593",141,4,1,3,1183.5,141,NA,NA,4,1,NA,3,2.5,NA,NA,NA,NA,15.425,0.157525,0.101,1.425,0.009825,NA,0.325,0.002875,NA,3.85,0.0433,NA,5.8,0.091975,0.16525,0.392135608231096,0.623939426090198,1.47975,11.375,0,0,NA,4.025,-3.06693706387805
"594",142,4,1,3,1169.5,142,NA,NA,4,1,NA,3,2.5,NA,NA,NA,NA,46.225,0.77915,0.1355,13.95,0.1962,NA,12.45,0.222325,NA,10.35,0.19385,NA,8.475,0.16465,0.15925,0.183418367346939,0.232949175707737,NA,NA,26.4,3.54975,NA,14.825,-0.961395253349755
"595",148,4,1,3,1161.5,148,NA,NA,4,1,NA,3,2.5,NA,NA,NA,NA,19.75,0.203775,0.09475,1.725,0.01495,NA,2.725,0.042925,NA,2.025,0.0233,NA,9.225,0.11535,0.14225,0.397954318196533,0.505000545539433,1.965,15.725,1.075,0.1615,NA,5.525,0.461225651605949
"596",1,5,1,3,91,1,NA,NA,5,1,NA,3,3,NA,NA,NA,14.8607049455,38,0.7273,0.1945,5.2,0.104,0.2055,15.3,0.29945,0.201,2.55,0.0633,0.247,14.95,0.2606,0.1545,0.337179259075895,0.302325037421314,7.217,35.9,2.25,0.3715,0.163,10.75,4.53974871248125
"597",2,5,1,3,99,2,NA,NA,5,1,NA,3,3,NA,NA,NA,5.1156169205,10.3,0.1331,0.1225,0.45,0.0129,NA,0.15,0.0057,NA,0,0,NA,9.65,0.1145,0.1145,0.949612403100775,0.903576982892691,1.275,8.2,0,0,NA,0.65,0.428183194856974
"598",3,5,1,3,92,3,NA,NA,5,1,NA,3,3,NA,NA,NA,6.294608248,17.4,0.38445,0.204,1.35,0.04145,NA,3.4,0.08445,0.2295,1.4,0.0421,0.156,11.25,0.2165,0.186,0.714599483204134,0.667642270497487,3.8095,15.35,2.35,0.499,NA,1.15,0.682941384945566
"599",4,5,1,3,93,4,NA,NA,5,1,NA,3,3,NA,NA,NA,9.074433599,20.55,0.26145,0.1305,8.55,0.07465,0.1185,1.95,0.04625,NA,2.3,0.0485,0.204,7.8,0.0921,0.1195,0.379189047868042,0.393692196834273,2.577,18.55,0.35,0.06,NA,7.2,-1.55386508096255
"600",5,5,1,3,94,5,NA,NA,5,1,NA,3,3,NA,NA,NA,10.4025952775,28.8,0.47525,0.143,4.9,0.1034,NA,3.8,0.07935,NA,5.5,0.10835,NA,14.65,0.18415,0.122,0.718127490039841,0.663973219438993,4.716,26.65,6.25,1.0295,NA,5.05,5.08980948806944
"601",6,5,1,3,95,6,NA,NA,5,1,NA,3,3,NA,NA,NA,10.283428174,25.35,0.491,0.1935,1.75,0.04305,0.246,7.3,0.1521,0.224,7.75,0.1734,0.223,8.5,0.1225,0.142,0.345120082556758,0.257816936194484,4.828,23.25,2.65,0.6085,13.6535,8.1,-1.89374525304131
"602",7,5,1,3,96,7,NA,NA,5,1,NA,3,3,NA,NA,NA,2.955730657,8.05,0.1248,0.1505,0.45,0.013,NA,0.7,0.026,NA,1,0.0183,NA,5.9,0.0674,0.1125,0.729285262492094,0.547309073586504,1.177,6,0.3,0.06,NA,2.15,-3.78398577051136
"603",8,5,1,3,97,8,NA,NA,5,1,NA,3,3,NA,NA,NA,4.8712685275,11.85,0.15,0.121,1.65,0.02635,NA,1,0.0189,NA,2.45,0.0485,NA,6.75,0.05625,0.076,0.640845070422535,0.556107954545455,1.459,9.85,0,0,NA,5.1,-2.44705775342687
"604",9,5,1,3,98,9,NA,NA,5,1,NA,3,3,NA,NA,NA,18.27138194,42.5,0.87985,0.225,8.15,0.1498,0.207,12.3,0.25045,0.2225,8.3,0.1558,0.1955,13.75,0.32385,0.2395,0.36999850386069,0.395802766531094,8.092,40.4,2.35,0.245,NA,5.25,2.83631466091931
"605",10,5,1,3,212,10,NA,NA,5,1,NA,3,3,NA,NA,NA,10.8144198875,24.6,0.44305,0.1785,6.35,0.0952,NA,6,0.1337,NA,2.15,0.05555,NA,10.1,0.15865,0.1485,0.396655117270789,0.333883289336853,4.3205,22.55,4.45,0.648,0.156,8.5,-0.0461547358796975
"606",61,5,1,3,200,61,NA,NA,5,1,NA,3,3,NA,NA,NA,NA,16.75,0.1966,0.114,0,0,NA,0.5,0.01005,NA,0.75,0.00875,NA,15.5,0.1778,0.1105,0.917251660628019,0.892695279511835,1.6075,12.65,1.05,0.096,NA,NA,6.41848448791522
"607",62,5,1,3,182,62,NA,NA,5,1,NA,3,2,NA,NA,NA,NA,16.5,0.15115,0.091,0,0,NA,5.2,0.04105,0.122,5.75,0.0405,NA,5.5,0.06965,0.138,0.337653252825743,0.469948903505696,1.1045,12.45,0,0,NA,NA,-3.20187671910365
"608",63,5,1,3,202,63,NA,NA,5,1,NA,3,3,NA,NA,NA,NA,23.35,0.30115,0.1015,1.65,0.031,NA,8.45,0.0697,NA,5.5,0.13195,0.2035,7.75,0.0685,0.082,0.572723880597015,0.477864153163945,2.886,19.3,1.65,0.665,NA,NA,-1.12519008111677
"609",64,5,1,3,184,64,NA,NA,5,1,NA,3,2,NA,NA,NA,NA,25.15,0.2603,0.1005,0,0,NA,7.8,0.06985,NA,5.5,0.0403,NA,11.85,0.1502,0.1035,0.445202600006468,0.480793652772756,2.4405,21.1,3.45,0.2375,0.084,NA,2.99131595336067
"610",65,5,1,3,204,65,NA,NA,5,1,NA,3,3,NA,NA,NA,NA,14.95,0.23555,0.149,0,0,NA,1.8,0.0359,NA,2.65,0.055,NA,10.45,0.14465,0.1185,0.669299450549451,0.531302091388703,2.028,10.8,0.85,0.1505,NA,NA,0.790773281204798
"611",66,5,1,3,186,66,NA,NA,5,1,NA,3,2,NA,NA,NA,NA,32.55,0.299,0.096,0,0,NA,4.75,0.05505,0.058,14.05,0.0991,NA,13.75,0.1449,0.1055,0.458323687256656,0.494500266714124,2.936,28.55,2.5,0.18,0.0665,NA,4.96559310850915
"612",67,5,1,3,206,67,NA,NA,5,1,NA,3,3,NA,NA,NA,NA,27.4,0.3956,0.145,1,0.00755,0.0765,6.7,0.0397,NA,6.5,0.12055,0.192,13.3,0.2278,0.178,0.495829991980754,0.572651382833881,3.299,23.4,4.55,0.856,0.189,NA,3.70679741911456
"613",68,5,1,3,188,68,NA,NA,5,1,NA,3,2,NA,NA,NA,NA,21.2,0.31505,0.1475,1.2,0.019,NA,3.25,0.04685,NA,4,0.0881,0.22,12.7,0.1611,0.125,0.627692232127508,0.525563903626346,3.0895,17.05,3.2,0.5195,0.161,NA,3.06553233292096
"614",69,5,1,3,208,69,NA,NA,5,1,NA,3,3,NA,NA,NA,NA,31.55,0.45925,0.082,2.5,0.0563,NA,11.9,0.18935,NA,2.05,0.05,NA,15.1,0.16365,0.0665,0.719761499148211,0.676975193967872,4.5585,27.35,5.1,1.0225,NA,NA,6.54667759119332
"615",75,5,1,3,196,75,NA,NA,5,1,NA,3,3,NA,NA,NA,NA,20.9,0.3668,0.156,0,0,NA,5,0.1045,0.2045,5.15,0.0844,NA,10.85,0.1779,0.1425,0.582954545454545,0.499725488068984,3.19,16.85,3.05,0.671,0.2195,NA,1.07523103986271
"616",76,5,1,3,178,76,NA,NA,5,1,NA,3,2,NA,NA,NA,NA,21.1,0.3285,0.1335,0.6,0.0163,NA,0.95,0.02015,NA,3,0.0617,0.1885,16.5,0.23035,0.1185,0.794274735830932,0.70346294326739,3.179,17,5.85,0.877,NA,NA,7.09661681560513
"617",77,5,1,3,198,77,NA,NA,5,1,NA,3,3,NA,NA,NA,NA,17.55,0.31405,0.1835,0.1,0.0017,NA,7.25,0.15455,NA,1.5,0.033,0.2115,8.7,0.12475,0.1485,0.598287416232316,0.495264970690418,2.664,13.45,1.85,0.2485,0.0795,NA,-1.5286849082669
"618",78,5,1,3,180,78,NA,NA,5,1,NA,3,2,NA,NA,NA,NA,37.85,0.79415,0.172,4.45,0.1142,NA,12.15,0.25905,NA,7.9,0.17855,0.209,13.4,0.24235,0.163,0.465525477707006,0.394108736169411,NA,NA,8.25,2.066,0.1995,NA,3.36113448822367
"619",31,6,1,3,59,31,NA,NA,6,1,NA,3,2.5,NA,NA,NA,NA,9.325,0.1019,0.0945,0.45,0.008775,NA,0.175,0.00175,NA,0.725,0.011775,NA,7.95,0.0796,0.086,0.821592023537104,0.765740161592348,0.97525,7.25,0.625,0.05575,NA,NA,-0.80964783977469
"620",33,6,1,3,61,33,NA,NA,6,1,NA,3,2.5,NA,NA,NA,NA,31.55,0.513475,0.15825,13.125,0.204725,NA,5.1,0.0727,NA,8.175,0.1572,0.1925,5.15,0.0789,NA,0.234350293616697,0.215843660827961,NA,NA,7.15,1.072,0.11475,NA,-4.66190753771153
"621",35,6,1,3,257,35,NA,NA,6,1,NA,3,2.5,NA,NA,NA,NA,22.45,0.27465,0.1175,6.675,0.07585,NA,1.675,0.03125,NA,4.5,0.059575,0.15825,9.6,0.107925,0.0995,0.439592680356954,0.359279336114677,2.60625,18.425,4.3,0.6215,NA,NA,0.460713367244176
"622",44,6,1,3,249,44,NA,NA,6,1,NA,3,2.5,NA,NA,NA,NA,32.9,0.4075,0.11725,1.35,0.01605,NA,9.9,0.126,0.125,5.175,0.083425,NA,16.5,0.182025,0.096,0.495116891440109,0.400736842930161,3.909,28.85,5,0.6425,NA,NA,7.36483987586354
"623",54,6,1,3,251,54,NA,NA,6,1,NA,3,2.5,NA,NA,NA,NA,29.4,0.445375,0.12925,4.6,0.080225,NA,4.425,0.073775,NA,6.675,0.112225,0.154,13.7,0.179175,0.12225,0.648062614239657,0.614362972556546,4.4085,25.775,11.6,1.7705,NA,NA,4.36676746213425
"624",56,6,1,3,253,56,NA,NA,6,1,NA,3,2.5,NA,NA,NA,NA,11.825,0.127925,0.09175,3.35,0.04305,NA,0.75,0.00705,NA,1.95,0.029175,NA,5.75,0.048675,0.08925,0.597128424540548,0.559328760476807,1.073,7.775,0,0,NA,NA,-2.96425624496173
"625",58,6,1,3,255,58,NA,NA,6,1,NA,3,2.5,NA,NA,NA,NA,27.775,0.48035,0.1535,2.6,0.047525,NA,4.425,0.0947,NA,7.325,0.134025,NA,13.425,0.204125,0.11775,0.513406954887218,0.371346905150215,NA,NA,7.575,1.274,NA,NA,3.69149612605632
"626",12,1,2,3,100,12,NA,NA,1,2,NA,3,2,NA,NA,NA,19.89124729,52.1,0.6698,0.128,5.25,0.0599,NA,18.15,0.21635,0.117,5.25,0.075,0.1515,23.4,0.31855,0.1355,0.431108597285068,0.454494941271785,NA,NA,20.25,1.847,0.0895,NA,14.087400005231
"627",15,1,2,3,95,15,NA,NA,1,2,NA,3,2,NA,NA,NA,14.905657705,46.2,0.8029,0.168,14.4,0.24225,0.176,2.8,0.06835,0.2435,18,0.35545,0.1865,11.05,0.13685,0.1325,0.292067901234568,0.21891470110286,NA,NA,5.75,0.8135,0.1425,NA,1.07715862613343
"628",16,1,2,3,96,16,NA,NA,1,2,NA,3,2,NA,NA,NA,14.4950242285,36.2,0.6569,0.177,0,0,NA,8.5,0.14685,0.1725,7.85,0.14165,NA,19.9,0.3684,0.1525,0.45002688172043,0.412956570544293,NA,NA,13.85,2.278,0.217,NA,9.77860431583646
"629",17,1,2,3,97,17,NA,NA,1,2,NA,3,2,NA,NA,NA,6.595716031,14.75,0.26445,0.187,0.35,0.00665,NA,1.1,0.0129,NA,5.05,0.08565,0.179,8.25,0.15915,0.1975,0.567023809523809,0.600607303110011,2.534,12.75,0,0,NA,NA,-2.03645602893794
"630",18,1,2,3,98,18,NA,NA,1,2,NA,3,2,NA,NA,NA,7.5305468075,32.3,0.61155,0.1395,6.3,0.10415,NA,6.8,0.1508,NA,9.05,0.1934,NA,10.15,0.16325,0.133,0.630833333333333,0.622134187457856,NA,NA,16.8,2.7345,NA,NA,0.647580608740482
"631",19,1,2,3,99,19,NA,NA,1,2,NA,3,2,NA,NA,NA,19.95115462,59.9,1.0754,0.1795,10.1,0.2001,0.19,13.4,0.22795,0.1775,23.1,0.4241,0.187,13.3,0.22325,0.167,0.222226867335563,0.212974848759991,NA,NA,17.3,2.7335,0.1625,NA,3.13733922964286
"632",25,1,2,3,46,25,NA,NA,1,2,NA,3,2,NA,NA,NA,6.307233914,20.05,0.39365,0.1245,1.1,0.02925,NA,5.7,0.11765,NA,5.6,0.11435,NA,7.7,0.1324,0.1205,0.671542553191489,0.663684346035015,3.884,17.8,3.95,0.795,NA,NA,-1.55482887409791
"633",26,1,2,3,47,26,NA,NA,1,2,NA,3,2,NA,NA,NA,6.52283108,13.65,0.1674,0.117,2.75,0.0392,NA,3.9,0.0442,NA,1.6,0.0247,0.171,5.4,0.05935,0.1115,0.4960203954732,0.485810351879172,1.581,11.6,0,0,NA,NA,-3.7310336155171
