,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSMUSG00000047671,5.265845053,0.016567609,0.233020417,0.418370664,0.974288547
ENSMUSG00000047675,12101.79706,-0.624329548,0.197946374,0.000170038,0.01545488
ENSMUSG00000047676,841.0586376,-0.071004856,0.220984223,0.451119772,0.989124814
ENSMUSG00000047678,0.316255448,-5.89869E-05,0.233262438,0.816200338,0.999871382
ENSMUSG00000047686,0.105278273,-0.000530066,0.233331977,0.863923574,0.999871382
ENSMUSG00000047694,82.7032808,-0.089290397,0.240606715,0.258462272,0.861071414
ENSMUSG00000047696,21.20220286,-0.021910755,0.226333432,0.701652629,0.999871382
ENSMUSG00000047702,29.45102523,-0.150691218,0.285299105,0.085996333,0.591881286
ENSMUSG00000047710,71.80050717,0.025113567,0.220567319,0.748041857,0.999871382
ENSMUSG00000047712,11.07146972,-0.026773802,0.231710362,0.519197532,0.999871382
ENSMUSG00000047714,708.9854885,0.331671203,0.362564032,0.044756179,0.444408242
ENSMUSG00000047719,42.18285398,0.065724176,0.231973371,0.383007145,0.952464058
ENSMUSG00000047720,0.172033753,-0.002649354,0.233337561,0.722388622,0.999871382
ENSMUSG00000047721,435.5171396,-0.58220884,0.574718993,0.01103146,0.223105451
ENSMUSG00000047728,0.8680347,0.000746657,0.233204913,0.88830878,0.999871382
ENSMUSG00000047730,5.716478183,-0.046476914,0.238205772,0.120558434,0.671970791
ENSMUSG00000047731,1412.907773,0.139331599,0.136193129,0.212339236,0.81075478
ENSMUSG00000047733,1.244612939,-0.001662608,0.233289058,0.942361615,0.999871382
ENSMUSG00000047735,451.9855878,0.225886776,0.313302522,0.089968014,0.600706466
ENSMUSG00000047746,6.662901298,-0.030389647,0.235096315,0.137898265,0.703885583
ENSMUSG00000047747,44.18068698,0.008908724,0.221342554,0.887397343,0.999871382
ENSMUSG00000047749,7.483110491,-0.033074245,0.234075941,0.326952786,0.919984211
ENSMUSG00000047751,4.972030702,-0.006468189,0.233026147,0.353609342,0.942177392
ENSMUSG00000047757,6.922060364,-0.01042736,0.229827199,0.792945821,0.999871382
ENSMUSG00000047759,1.314123706,0.003696405,0.233238159,0.470822542,0.999393473
ENSMUSG00000047766,12.13769881,-0.015359363,0.231687932,0.605259565,0.999871382
ENSMUSG00000047767,206.638319,-0.061402708,0.206658147,0.548081732,0.999871382
ENSMUSG00000047777,33.22665528,0.039864681,0.227370189,0.570918363,0.999871382
ENSMUSG00000047786,9.454870461,0.05230615,0.240329823,0.030171118,0.372361466
ENSMUSG00000047787,2.778612387,0.002146468,0.233056972,0.935982897,0.999871382
ENSMUSG00000047789,129.8722586,0.102346895,0.2423807,0.255737318,0.857941103
ENSMUSG00000047793,17.23596943,0.050940194,0.239173336,0.073555775,0.552557965
ENSMUSG00000047797,3.670339043,0.001470188,0.233234124,0.906639825,0.999871382
ENSMUSG00000047798,688.594897,0.265457717,0.263725534,0.080967437,0.577086401
ENSMUSG00000047804,74.10441547,-0.022119557,0.223594553,0.743241897,0.999871382
ENSMUSG00000047810,1649.036762,-0.155036823,0.252154615,0.17973845,0.769660291
ENSMUSG00000047819,7.293250854,0.024953432,0.23307954,0.354750092,0.943165887
ENSMUSG00000047821,30.01890003,-0.006708907,0.224646142,0.893237679,0.999871382
ENSMUSG00000047822,1.92435234,-0.011000249,0.23311935,0.326229999,0.919472695
ENSMUSG00000047824,415.1162188,-0.107654697,0.177727374,0.380258229,0.951057967
ENSMUSG00000047832,107.0282521,0.052079065,0.211148253,0.606257146,0.999871382
ENSMUSG00000047841,2.377746232,-0.01737369,0.233913329,0.06912758,0.538384655
ENSMUSG00000047842,333.4057584,0.09023808,0.227744096,0.355764631,0.943877496
ENSMUSG00000047843,420.5836402,-0.23839302,0.220928331,0.095606585,0.614989428
ENSMUSG00000047844,1.66831036,0.018703866,0.234080822,0.021773531,0.317817564
ENSMUSG00000047854,1.44243322,-0.007344186,0.232886235,0.58236528,0.999871382
ENSMUSG00000047866,387.0654585,0.03048495,0.156655053,0.795616072,0.999871382
ENSMUSG00000047867,2132.542414,-0.021322871,0.158228783,0.854933598,0.999871382
ENSMUSG00000047875,28.92062815,-0.040740102,0.22542811,0.551056581,0.999871382
ENSMUSG00000047878,2.895715313,-0.001222314,0.232099436,0.979960936,0.999871382
ENSMUSG00000047879,264.405997,0.104355907,0.221009248,0.333292768,0.924322973
ENSMUSG00000047880,2400.332289,-0.074469759,0.19933091,0.509573616,0.999871382
ENSMUSG00000047881,98.81451709,-0.027386915,0.213876471,0.762418654,0.999871382
ENSMUSG00000047884,0.079265905,0.001815875,0.233323908,0.792684263,0.999871382
ENSMUSG00000047888,622.098428,-0.079050565,0.206877967,0.46051866,0.993410341
ENSMUSG00000047898,11.35750091,0.095651272,0.257018919,0.049416056,0.461846931
ENSMUSG00000047905,3.249486864,-0.065639331,0.243401062,0.094320612,0.612507785
ENSMUSG00000047907,3.009629223,-0.007998538,0.232122317,0.698127116,0.999871382
ENSMUSG00000047909,72.60167996,0.000511847,0.221987123,0.994787539,0.999871382
ENSMUSG00000047911,1.095147507,-0.012265672,0.233489703,0.678445683,0.999871382
ENSMUSG00000047921,1013.334108,0.006283102,0.179155061,0.948528577,0.999871382
ENSMUSG00000047940,0.260152066,-0.000292011,0.233333385,0.91312634,0.999871382
ENSMUSG00000047945,423.0153845,-0.063431188,0.194506579,0.583015108,0.999871382
ENSMUSG00000047953,6027.948193,0.034828855,0.207158517,0.716607054,0.999871382
ENSMUSG00000047959,21.76853615,0.000305744,0.226426463,0.942750512,0.999871382
ENSMUSG00000047963,6.722340467,0.044776658,0.236265587,0.274173107,0.877511157
ENSMUSG00000047965,3.489129058,-0.031644975,0.23511536,0.150315959,0.725735373
ENSMUSG00000047977,5.274640979,0.024949329,0.232239375,0.521569866,0.999871382
ENSMUSG00000047986,3.966278212,-0.002041821,0.233269926,0.005834478,0.15874667
ENSMUSG00000047989,356.0043318,0.411498018,0.405818696,0.026029717,0.344306435
ENSMUSG00000047992,0.855991167,0.002090033,0.233287826,0.858241003,0.999871382
ENSMUSG00000047996,10.81527994,-0.022752227,0.230888182,0.529209695,0.999871382
ENSMUSG00000048000,340.0166648,-0.493292849,0.330870169,0.010369553,0.215263696
ENSMUSG00000048001,8.366735161,-0.027274564,0.233810681,0.222118049,0.820653012
ENSMUSG00000048004,0.770482623,-0.010913849,0.23334,0.58398126,0.999871382
ENSMUSG00000048007,61.33606036,-0.10125072,0.250546834,0.173414124,0.761936721
ENSMUSG00000048012,11.32229988,0.077569479,0.245282533,0.156850151,0.737097831
ENSMUSG00000048013,0.711624662,0.003430525,0.233308659,0.098077563,0.621287715
ENSMUSG00000048015,4.501938993,0.007411852,0.231852219,0.752716724,0.999871382
ENSMUSG00000048022,0.438661346,-0.003033539,0.233331559,0.012312105,0.238713881
ENSMUSG00000048027,41.3939851,-0.017194907,0.223974504,0.7907846,0.999871382
ENSMUSG00000048029,0.238935662,-0.003708898,0.233354227,6.02656E-08,1.93965E-05
ENSMUSG00000048031,388.7064956,-0.07662259,0.230090973,0.375877744,0.950689626
ENSMUSG00000048038,2.660245905,0.024542112,0.231096314,0.599707751,0.999871382
ENSMUSG00000048039,89.37442518,0.110055107,0.2534152,0.189337853,0.784390541
ENSMUSG00000048040,0.778955381,-0.002466105,0.233339281,0.000193563,0.017227886
ENSMUSG00000048047,33.80291043,0.028028775,0.229138339,0.60464072,0.999871382
ENSMUSG00000048058,49.42425761,-0.020973311,0.222187307,0.76336595,0.999871382
ENSMUSG00000048065,3.499169307,-0.003751059,0.233298623,0.473433494,0.999871382
ENSMUSG00000048067,1.823284467,0.007718319,0.232434033,0.730876275,0.999871382
ENSMUSG00000048070,6.895239981,-0.032167052,0.231193882,0.50560641,0.999871382
ENSMUSG00000048076,1305.662692,0.181542276,0.195903249,0.177471879,0.768196654
ENSMUSG00000048078,11.12516077,0.011735873,0.232349332,0.485966259,0.999871382
ENSMUSG00000048080,48.39873944,0.066916212,0.229287144,0.414367056,0.971985206
ENSMUSG00000048087,71.01691597,0.011148345,0.23120951,0.735718391,0.999871382
ENSMUSG00000048100,114.8931169,0.117825395,0.216931616,0.315540469,0.910853824
ENSMUSG00000048106,58.96076308,0.125339356,0.261335826,0.14981702,0.72494178
ENSMUSG00000048108,90.15742958,0.098264542,0.224901344,0.345784311,0.936288003
ENSMUSG00000048109,94.56972911,-0.009163273,0.21321794,0.916555258,0.999871382
ENSMUSG00000048118,425.4911308,-0.152429247,0.261700542,0.143608843,0.716977004
ENSMUSG00000048120,916.0208166,0.010756092,0.182229257,0.926832225,0.999871382
ENSMUSG00000048126,1.312139122,-0.002148795,0.233300882,0.833590341,0.999871382
ENSMUSG00000048138,3.084959275,0.030489759,0.235347625,0.217066469,0.814953017
ENSMUSG00000048142,113.1369003,-0.041609431,0.208890643,0.702083907,0.999871382
ENSMUSG00000048148,14.62816762,-0.01629152,0.228533144,0.740554785,0.999871382
ENSMUSG00000048153,1.690759482,-0.001070631,0.232479122,0.89812182,0.999871382
ENSMUSG00000048154,879.7988233,0.0883824,0.224127049,0.369435813,0.947637418
ENSMUSG00000048163,7864.481531,-9.64029E-05,0.173896596,0.997690032,0.999871382
ENSMUSG00000048164,0.178417923,-0.001042672,0.233291058,0.986460371,0.999871382
ENSMUSG00000048170,299.5015227,-0.242299923,0.289843219,0.083825622,0.585848999
ENSMUSG00000048174,38.60275579,-0.117634666,0.259223547,0.152999503,0.73025208
ENSMUSG00000048175,120.7317369,0.096583394,0.196933057,0.421109226,0.975161153
ENSMUSG00000048188,1.622696442,0.010535356,0.233436688,0.533629411,0.999871382
ENSMUSG00000048200,25.67015743,-0.059903746,0.238658793,0.24463703,0.845214596
ENSMUSG00000048216,0.412255142,0.008446298,0.233484656,0.561953338,0.999871382
ENSMUSG00000048217,2.043771388,0.000775239,0.23331524,0.980404973,0.999871382
ENSMUSG00000048218,30.77242832,0.052166151,0.232743538,0.386723106,0.956145228
ENSMUSG00000048222,295.2536462,0.284968319,0.30995956,0.0639791,0.519584977
ENSMUSG00000048230,0.805495174,0.000386983,0.233231907,0.737033171,0.999871382
ENSMUSG00000048232,24.3787531,0.096554563,0.25508599,0.084131323,0.586729175
ENSMUSG00000048234,310.1596849,0.333126436,0.400214536,0.048310623,0.457784803
ENSMUSG00000048240,10.77884157,0.017930306,0.231901567,0.568330718,0.999871382
ENSMUSG00000048249,389.10397,0.182186258,0.284755486,0.10910551,0.647214121
ENSMUSG00000048251,79.79739964,0.02942346,0.223579544,0.679941053,0.999871382
ENSMUSG00000048264,11.7123359,0.031732691,0.232283581,0.439018643,0.982813392
ENSMUSG00000048271,1482.238939,0.144370529,0.23548807,0.203206948,0.800360959
ENSMUSG00000048277,964.4932726,-0.292063307,0.20423146,0.043754741,0.439828174
ENSMUSG00000048279,16.30350059,0.044347436,0.233719545,0.38815568,0.956868395
ENSMUSG00000048280,84.38807029,0.016517668,0.224255266,0.792476788,0.999871382
ENSMUSG00000048281,0.26721657,-0.001587434,0.233313874,0.737979973,0.999871382
ENSMUSG00000048284,0.166467653,-0.004046355,0.233335368,0.848302447,0.999871382
ENSMUSG00000048285,20.80530037,0.082700127,0.251098787,0.050962106,0.468178416
ENSMUSG00000048292,1.861151264,-0.000688973,0.233331414,0.939788618,0.999871382
ENSMUSG00000048307,74.70351198,0.119534613,0.243624025,0.251196269,0.851943657
ENSMUSG00000048310,117.6370824,0.048180078,0.219164121,0.607047958,0.999871382
ENSMUSG00000048316,0.356518177,0.002941473,0.233308201,0.724362329,0.999871382
ENSMUSG00000048327,24.01905399,0.020329903,0.225785407,0.741327839,0.999871382
ENSMUSG00000048329,5.051949863,-0.026213433,0.234044766,0.278353871,0.879862013
ENSMUSG00000048330,6.824992418,0.014807755,0.230068375,0.764500145,0.999871382
ENSMUSG00000048332,265.1157431,0.297528624,0.366318031,0.052906453,0.477461195
ENSMUSG00000048334,3.674460455,-0.014217149,0.233257328,0.581524045,0.999871382
ENSMUSG00000048349,0.861444189,-0.00617692,0.233359773,0.829085444,0.999871382
ENSMUSG00000048351,49.32606526,-0.196676973,0.361736266,0.011138906,0.224041825
ENSMUSG00000048368,0.368560435,0.003293273,0.233316915,0.658384825,0.999871382
ENSMUSG00000048371,36.01400815,0.006231834,0.220129764,0.913757814,0.999871382
ENSMUSG00000048376,51.42075553,0.102970958,0.248410523,0.221303199,0.820242858
ENSMUSG00000048379,75.82029446,0.093384528,0.240705627,0.249703976,0.850221938
ENSMUSG00000048385,3.119231452,0.001683259,0.231914447,0.946355142,0.999871382
ENSMUSG00000048387,5.075916999,-0.024832183,0.233304032,0.436363764,0.981178437
ENSMUSG00000048388,0.533312813,0.001197034,0.233289442,0.64012287,0.999871382
ENSMUSG00000048391,2.884016457,0.010619161,0.23322332,0.511320694,0.999871382
ENSMUSG00000048399,0.271071142,-0.000425271,0.233330772,0.026975273,0.351282832
ENSMUSG00000048402,0.082141641,-0.000338785,0.233333678,0.905251142,0.999871382
ENSMUSG00000048406,74.58924825,-0.039375585,0.223988006,0.592823871,0.999871382
ENSMUSG00000048410,57.98069012,-0.051227733,0.225883367,0.50061256,0.999871382
ENSMUSG00000048416,1.743107763,-0.00635068,0.233248859,0.863065544,0.999871382
ENSMUSG00000048424,5.99497353,0.023886224,0.2313248,0.545542515,0.999871382
ENSMUSG00000048425,0.165628117,-9.38588E-05,0.233340891,0.496721179,0.999871382
ENSMUSG00000048429,92.6777389,0.180340799,0.291527077,0.111793289,0.654504304
ENSMUSG00000048439,25.35165169,0.027546375,0.227691601,0.648543292,0.999871382
ENSMUSG00000048440,225.5741219,-0.159075346,0.227657278,0.201343128,0.797392779
ENSMUSG00000048442,15.28500624,-5.83427E-05,0.228426478,0.968126753,0.999871382
ENSMUSG00000048445,21.86091884,-0.042025237,0.23368075,0.370619598,0.94864908
ENSMUSG00000048456,2.653645322,0.021896843,0.233820102,0.63238873,0.999871382
ENSMUSG00000048458,7.327159993,0.100931698,0.262026254,0.037556812,0.411179758
ENSMUSG00000048473,0.591365025,0.006882954,0.23341872,0.603124446,0.999871382
ENSMUSG00000048478,3.904532881,-0.000730137,0.233214202,0.578931157,0.999871382
ENSMUSG00000048480,53.8396787,0.085760162,0.240771674,0.263638991,0.866282259
ENSMUSG00000048481,24.4289528,-0.018861408,0.227132474,0.721423002,0.999871382
ENSMUSG00000048482,0.264684251,-0.006076358,0.233328405,0.712031291,0.999871382
ENSMUSG00000048483,0.727633278,-0.006843896,0.233172108,0.593139767,0.999871382
ENSMUSG00000048485,0.38369938,0.001341997,0.233303533,0.942777095,0.999871382
ENSMUSG00000048486,27.35942865,-0.063225881,0.233768132,0.349360673,0.939721649
ENSMUSG00000048489,0.330036005,-0.000247621,0.233300434,0.867010376,0.999871382
ENSMUSG00000048490,90.90428939,-0.057748026,0.234823552,0.3066062,0.90528216
ENSMUSG00000048495,8.34353255,-0.036790278,0.234904407,0.230203668,0.828108939
ENSMUSG00000048497,80.70819662,0.029926281,0.219963074,0.705411038,0.999871382
ENSMUSG00000048498,68.46923684,0.001275601,0.216607399,0.99397911,0.999871382
ENSMUSG00000048502,0.669377223,0.001698718,0.233232179,0.883637052,0.999871382
ENSMUSG00000048503,11.29172705,-0.047122677,0.234984404,0.379692739,0.951057967
ENSMUSG00000048520,10.30367519,-0.023874137,0.230759226,0.58763074,0.999871382
ENSMUSG00000048521,35.04560745,0.025610757,0.226984924,0.663006141,0.999871382
ENSMUSG00000048534,462.0643965,0.117834212,0.203931746,0.339840414,0.93058973
ENSMUSG00000048537,12.62658955,-0.002328684,0.229887939,0.91866468,0.999871382
ENSMUSG00000048538,1.151824497,0.002470002,0.233299263,0.966084024,0.999871382
ENSMUSG00000048540,0.795577681,-0.008130043,0.232793293,0.586263115,0.999871382
ENSMUSG00000048546,192.4173566,0.114987611,0.241499022,0.25110419,0.851873123
ENSMUSG00000048550,22.63638725,0.010475721,0.228517588,0.827215255,0.999871382
ENSMUSG00000048572,0.436560327,0.007172463,0.233427004,0.000510028,0.03327138
ENSMUSG00000048574,0.240521799,-0.001363136,0.233319304,0.896488373,0.999871382
ENSMUSG00000048578,1532.126053,0.09725212,0.123204907,0.359863178,0.944737534
ENSMUSG00000048581,16.0191748,0.058116314,0.233265909,0.387589242,0.95685142
ENSMUSG00000048583,10.12609172,-0.032338463,0.235247189,0.14681277,0.719718154
ENSMUSG00000048600,7.782936677,-0.006888049,0.233432151,0.533112971,0.999871382
ENSMUSG00000048602,2.566167509,-0.028547308,0.234737144,0.284072062,0.887839991
ENSMUSG00000048612,102.8308549,-0.051673649,0.224743888,0.517402796,0.999871382
ENSMUSG00000048617,2.344416117,0.020481568,0.232674156,0.399810997,0.9637446
ENSMUSG00000048620,28.92247717,0.095482474,0.25619353,0.056128058,0.490778145
ENSMUSG00000048621,6.632321626,0.002545444,0.232103087,0.880162219,0.999871382
ENSMUSG00000048644,162.943231,0.087721012,0.212885134,0.433685536,0.97935019
ENSMUSG00000048647,12.74040333,0.021190437,0.226414447,0.6736733,0.999871382
ENSMUSG00000048652,5.280792307,-0.037547809,0.236565458,0.087911425,0.594173264
ENSMUSG00000048655,0.161292266,0.001513974,0.233318949,0.681885841,0.999871382
ENSMUSG00000048661,31.62004442,0.055086918,0.235937388,0.31918925,0.915109087
ENSMUSG00000048668,154.4911974,0.024657818,0.192027022,0.823649932,0.999871382
ENSMUSG00000048677,125.5205163,0.072971583,0.209656467,0.491677373,0.999871382
ENSMUSG00000048696,17.62498373,0.021265869,0.230256148,0.640852713,0.999871382
ENSMUSG00000048697,14.30306709,-0.038484922,0.234194069,0.286479212,0.890305907
ENSMUSG00000048701,196.7980685,0.002048158,0.206021191,0.985360388,0.999871382
ENSMUSG00000048706,0.315493415,0.007161044,0.233437493,1.62834E-05,0.002386491
ENSMUSG00000048707,143.1641604,-0.121519341,0.251427512,0.203526391,0.800360959
ENSMUSG00000048720,19.11496364,0.002408166,0.227729218,0.963784638,0.999871382
ENSMUSG00000048721,1.563607467,-9.58164E-05,0.233341524,0.089482946,0.599277401
ENSMUSG00000048731,31.12450158,0.010663057,0.221806466,0.854198636,0.999871382
ENSMUSG00000048732,6.724281686,-0.005029336,0.230258442,0.89250752,0.999871382
ENSMUSG00000048755,102.1403916,-0.055948749,0.202577436,0.599043238,0.999871382
ENSMUSG00000048756,1508.328978,-0.101842964,0.218747291,0.30969246,0.906320427
ENSMUSG00000048758,8745.571037,-0.845002687,0.347077749,0.000750175,0.043629217
ENSMUSG00000048763,3.387886833,0.0335631,0.234415346,0.236235149,0.834562246
ENSMUSG00000048772,7.252841568,0.009601822,0.232503977,0.605953648,0.999871382
ENSMUSG00000048779,165.4995689,-0.232027484,0.349405399,0.049752233,0.462474877
ENSMUSG00000048787,43.00706882,0.043005392,0.23071763,0.479886924,0.999871382
ENSMUSG00000048796,255.3930429,0.020933961,0.183114829,0.870139937,0.999871382
ENSMUSG00000048799,238.5328738,0.590348554,0.291266017,0.003853227,0.126218142
ENSMUSG00000048807,84.02258869,0.060718672,0.228652342,0.457260778,0.991512809
ENSMUSG00000048814,1.162203469,-0.001322577,0.233089979,0.79344338,0.999871382
ENSMUSG00000048826,1.296387113,-0.005367374,0.232974121,0.598220254,0.999871382
ENSMUSG00000048827,196.4651119,0.000394956,0.20735502,0.998089519,0.999871382
ENSMUSG00000048832,292.087409,0.027910075,0.162926634,0.811842889,0.999871382
ENSMUSG00000048833,102.0041552,0.083478195,0.236278665,0.295260907,0.896719602
ENSMUSG00000048852,13.79273201,-0.026784213,0.230147515,0.55287466,0.999871382
ENSMUSG00000048856,8.203960025,0.019553288,0.231133224,0.588713291,0.999871382
ENSMUSG00000048865,1253.44315,0.498019086,0.278132275,0.009041028,0.200563016
ENSMUSG00000048874,373.3953517,0.113074622,0.188483819,0.36124872,0.945246445
ENSMUSG00000048878,275.4700875,0.306862004,0.245641652,0.052880392,0.477452162
ENSMUSG00000048895,12.23296448,0.06032605,0.242168965,0.09650154,0.616532944
ENSMUSG00000048897,454.7444195,0.162365974,0.229091892,0.212351075,0.81075478
ENSMUSG00000048899,1.415920997,0.024703048,0.234819317,0.179365649,0.769192952
ENSMUSG00000048905,65.25736121,-0.022998457,0.219302661,0.706185448,0.999871382
ENSMUSG00000048911,11.00937795,0.02078886,0.230998158,0.57789609,0.999871382
ENSMUSG00000048915,8.226944995,0.00735978,0.232114381,0.745710032,0.999871382
ENSMUSG00000048920,126.0880265,0.053953867,0.207189784,0.615661057,0.999871382
ENSMUSG00000048921,62.33887152,-0.14910922,0.27420953,0.120673445,0.672053629
ENSMUSG00000048922,17.86919093,-0.017848567,0.230237767,0.626131967,0.999871382
ENSMUSG00000048924,96.77513026,-0.001383189,0.200574534,0.96073363,0.999871382
ENSMUSG00000048930,327.2352867,-0.098229385,0.208755056,0.382643152,0.952446319
ENSMUSG00000048938,1.71402132,-0.000719398,0.23326556,0.901752665,0.999871382
ENSMUSG00000048949,31.09168428,0.020578573,0.23278477,0.486056242,0.999871382
ENSMUSG00000048960,24.68831823,-0.00825746,0.226140776,0.880199279,0.999871382
ENSMUSG00000048965,107.0541989,-0.09457885,0.222735134,0.367410431,0.947022034
ENSMUSG00000048967,8.463766522,-0.011196816,0.231148615,0.725028356,0.999871382
ENSMUSG00000048970,28.62873967,0.003504993,0.226818848,0.953510426,0.999871382
ENSMUSG00000048988,0.822156904,0.016852756,0.23307636,0.745496716,0.999871382
ENSMUSG00000048997,56.56672619,-0.064117473,0.228417536,0.415397163,0.972442556
ENSMUSG00000049001,20.13053292,-0.01912186,0.230010415,0.652716343,0.999871382
ENSMUSG00000049010,1.158154124,0.006015712,0.233140169,0.440344287,0.982954528
ENSMUSG00000049011,121.9345813,-0.134447671,0.267595258,0.106502619,0.640976751
ENSMUSG00000049015,1.752665805,0.008929939,0.233367191,0.214098633,0.812067695
ENSMUSG00000049028,0.22629953,0.001077308,0.233288547,0.977971354,0.999871382
ENSMUSG00000049036,0.751944093,-0.005369898,0.233384887,0.66123423,0.999871382
ENSMUSG00000049037,368.3635276,-0.121321028,0.237309709,0.247925279,0.847722674
ENSMUSG00000049038,28.50309982,0.029824783,0.23209127,0.4137312,0.971219083
ENSMUSG00000049041,12.39449114,-0.033522892,0.230982772,0.5063443,0.999871382
ENSMUSG00000049044,57.79844879,-0.012867669,0.225315531,0.82637681,0.999871382
ENSMUSG00000049047,30.31055005,0.119542697,0.261770996,0.144197121,0.717348746
ENSMUSG00000049057,0.155480084,-0.00359026,0.233352256,0.730435181,0.999871382
ENSMUSG00000049076,101.8224123,0.111404762,0.253529997,0.175156797,0.764737358
ENSMUSG00000049086,124.1878124,-0.106136992,0.221274975,0.347618456,0.937854624
ENSMUSG00000049090,150.2431799,0.119344805,0.243704726,0.256221702,0.858393463
ENSMUSG00000049091,612.5515773,0.172710695,0.191234223,0.188239733,0.783020303
ENSMUSG00000049092,6.347608623,0.043208106,0.238119961,0.005583506,0.15498459
ENSMUSG00000049093,0.88990796,0.000116522,0.233187568,0.825119534,0.999871382
ENSMUSG00000049098,5.027069942,0.04218747,0.236731251,0.132558724,0.692531129
ENSMUSG00000049100,0.481313722,0.019890332,0.234360991,0.407335043,0.966567344
ENSMUSG00000049103,707.592345,-0.134114725,0.241125651,0.231030825,0.828993174
ENSMUSG00000049106,215.1344077,0.133898699,0.231383508,0.259924162,0.863037724
ENSMUSG00000049107,0.339957201,0.002519323,0.233333861,0.864321245,0.999871382
ENSMUSG00000049109,75.07162487,-0.014642905,0.217846939,0.843922014,0.999871382
ENSMUSG00000049112,1.17861413,0.005710365,0.232645732,0.854504575,0.999871382
ENSMUSG00000049115,65.57920405,-0.035950955,0.222580681,0.576860482,0.999871382
ENSMUSG00000049119,142.7469436,-0.006447192,0.216344834,0.937618584,0.999871382
ENSMUSG00000049122,20.60149032,-0.075491197,0.239355151,0.221583474,0.820242858
ENSMUSG00000049123,0.610994775,0.001049998,0.233289399,0.82531328,0.999871382
ENSMUSG00000049124,37.97929352,-0.049492679,0.232485092,0.430974379,0.978558695
ENSMUSG00000049128,1.013993483,0.006624033,0.233335546,0.131908165,0.691762667
ENSMUSG00000049130,947.1897126,0.076114901,0.194441562,0.516176199,0.999871382
ENSMUSG00000049134,3.759886703,0.011652294,0.232868002,0.539362576,0.999871382
ENSMUSG00000049148,1.301572472,-0.007215211,0.233060714,0.176034819,0.766032922
ENSMUSG00000049149,0.272601872,0.003531123,0.233190407,0.733373959,0.999871382
ENSMUSG00000049152,0.383417495,-0.001120691,0.233321892,0.718016618,0.999871382
ENSMUSG00000049154,0.209128072,0.001731781,0.233300161,0.664183578,0.999871382
ENSMUSG00000049164,23.39468463,0.03546426,0.232833723,0.425806766,0.976782048
ENSMUSG00000049173,3.820327267,0.008945584,0.231893502,0.83131394,0.999871382
ENSMUSG00000049184,19.89327149,0.009729098,0.228028739,0.845431399,0.999871382
ENSMUSG00000049191,41.57746003,-0.018428481,0.228657944,0.690925956,0.999871382
ENSMUSG00000049202,0.532776259,0.001121914,0.233320496,0.872059468,0.999871382
ENSMUSG00000049214,1.441232742,-0.016851697,0.232967718,0.631585102,0.999871382
ENSMUSG00000049217,2.887505019,-0.040111244,0.235086863,0.298663258,0.899672932
ENSMUSG00000049225,14.71913783,0.033979965,0.231348337,0.493654384,0.999871382
ENSMUSG00000049230,0.635853306,0.003176049,0.233323762,0.988453894,0.999871382
ENSMUSG00000049232,73.55475771,0.186821802,0.259870419,0.153264874,0.731042523
ENSMUSG00000049233,3.939909562,-0.052803481,0.241665051,0.008080291,0.191419315
ENSMUSG00000049235,2.788686651,0.000285533,0.233301683,0.879101659,0.999871382
ENSMUSG00000049249,0.600740143,0.003173196,0.233054901,0.821064002,0.999871382
ENSMUSG00000049265,1.681480379,0.003427492,0.23145557,0.929224066,0.999871382
ENSMUSG00000049280,5.104594007,0.045080908,0.236064169,0.294705513,0.896671247
ENSMUSG00000049281,1.812987636,0.046780232,0.238353667,0.205466093,0.802557853
ENSMUSG00000049285,8.834661631,-0.004242701,0.23061101,0.885702506,0.999871382
ENSMUSG00000049287,89.30848395,0.026524801,0.212951496,0.741623593,0.999871382
ENSMUSG00000049288,11.83120065,0.030222736,0.230521817,0.556862529,0.999871382
ENSMUSG00000049295,874.3289386,0.082172767,0.192757057,0.483077827,0.999871382
ENSMUSG00000049299,292.9217297,-0.607659227,0.301057539,0.003170745,0.113158523
ENSMUSG00000049300,37.60196194,0.025506438,0.228010592,0.651190309,0.999871382
ENSMUSG00000049303,2.799019768,0.001077573,0.231788657,0.81899191,0.999871382
ENSMUSG00000049305,308.5181538,-0.155706784,0.224106132,0.225870703,0.824452855
ENSMUSG00000049307,16.75103512,-0.022500487,0.229938457,0.638815021,0.999871382
ENSMUSG00000049313,2553.36468,0.476108608,0.29259799,0.012803625,0.244144049
ENSMUSG00000049314,23.64463949,0.02955313,0.231312057,0.512324643,0.999871382
ENSMUSG00000049315,0.447151492,0.001192992,0.233322868,0.853303986,0.999871382
ENSMUSG00000049321,4.337890066,-0.019179595,0.233323463,0.262706029,0.865310032
ENSMUSG00000049323,126.0917188,0.147603225,0.234995191,0.220631838,0.818995918
ENSMUSG00000049327,527.126517,0.175256715,0.252602493,0.15683446,0.737097831
ENSMUSG00000049339,818.9381598,0.058049549,0.129294665,0.590654129,0.999871382
ENSMUSG00000049350,9.665924303,0.010039735,0.231936164,0.702965321,0.999871382
ENSMUSG00000049353,8.574552441,-0.012007486,0.232884637,0.350688934,0.94133645
ENSMUSG00000049354,551.2033536,0.22250804,0.255837468,0.109008542,0.647162785
ENSMUSG00000049357,10.54229914,-0.010440606,0.227427906,0.827357148,0.999871382
ENSMUSG00000049362,1.627664119,-0.00206234,0.233253011,0.983183437,0.999871382
