,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSMUSG00000002052,831.0409193,-0.028309557,0.172724155,0.807620863,0.999871382
ENSMUSG00000002055,54.33953828,-0.016817194,0.225649484,0.776526126,0.999871382
ENSMUSG00000002058,1156.1207,-0.25366808,0.187266401,0.06320133,0.51724381
ENSMUSG00000002059,47.02351883,0.016667089,0.225873524,0.767470166,0.999871382
ENSMUSG00000002064,500.6563326,-0.055356189,0.152474654,0.577903629,0.999871382
ENSMUSG00000002068,32.03445259,0.041061063,0.230057191,0.499943674,0.999871382
ENSMUSG00000002076,8.760054974,-0.004269977,0.229405469,0.911117382,0.999871382
ENSMUSG00000002083,179.1128231,0.053679459,0.208223896,0.59750192,0.999871382
ENSMUSG00000002100,11.4649248,-0.000307626,0.229288281,0.980960453,0.999871382
ENSMUSG00000002102,1220.905938,-0.378934314,0.186873381,0.008598851,0.196867149
ENSMUSG00000002103,121.0484302,0.07566059,0.20574151,0.489376477,0.999871382
ENSMUSG00000002104,3.549019725,-0.002966675,0.233175824,0.15979539,0.741087702
ENSMUSG00000002105,95.57436968,-0.076713977,0.224599682,0.413394799,0.970662516
ENSMUSG00000002107,893.2288675,0.210607075,0.179259675,0.103670096,0.632636129
ENSMUSG00000002108,41.69004101,-0.158506144,0.300082459,0.04336142,0.437928892
ENSMUSG00000002109,93.75758525,0.102992297,0.23227479,0.311556827,0.908752195
ENSMUSG00000002111,4323.853322,-0.134042104,0.221659919,0.262767219,0.865310032
ENSMUSG00000002129,422.1633756,-0.076838943,0.205626015,0.48621957,0.999871382
ENSMUSG00000002147,1052.621633,0.114822763,0.182773417,0.362324303,0.945246445
ENSMUSG00000002190,19.9469688,0.004106853,0.227089272,0.882104426,0.999871382
ENSMUSG00000002204,4047.411591,-0.211363511,0.250756939,0.120861547,0.672663355
ENSMUSG00000002205,645.8388331,-0.005634301,0.140315874,0.958611989,0.999871382
ENSMUSG00000002210,335.7094313,-0.281064588,0.326171577,0.059442295,0.505523953
ENSMUSG00000002221,94.94964229,0.010584829,0.220611056,0.883902103,0.999871382
ENSMUSG00000002222,2875.82872,0.112105852,0.22630551,0.285859241,0.889375822
ENSMUSG00000002227,614.5565518,-0.022836835,0.196147869,0.829257564,0.999871382
ENSMUSG00000002228,96.72960827,-0.092950243,0.253067705,0.103000424,0.631224143
ENSMUSG00000002233,211.7381605,-0.001031622,0.198060209,0.98996333,0.999871382
ENSMUSG00000002249,0.818991469,0.00619248,0.233315333,0.314087681,0.910507013
ENSMUSG00000002250,265.2112244,0.045859781,0.176027708,0.697157977,0.999871382
ENSMUSG00000002257,997.0145516,-0.197385311,0.23385194,0.1274954,0.685088101
ENSMUSG00000002265,0.3127568,4.73129E-05,0.233309175,0.073361199,0.552189349
ENSMUSG00000002266,0.832712239,-0.00296715,0.233324605,0.647165495,0.999871382
ENSMUSG00000002274,69.6640362,-0.288721987,0.487620397,0.024431417,0.333698669
ENSMUSG00000002279,174.1601534,-0.605672153,0.504441937,0.009452886,0.205551182
ENSMUSG00000002280,191.2457468,0.029666762,0.203022103,0.770623632,0.999871382
ENSMUSG00000002289,22.21712185,0.028083645,0.230135947,0.56098604,0.999871382
ENSMUSG00000002297,108.9229415,0.003562885,0.214200437,0.928918874,0.999871382
ENSMUSG00000002307,371.3094696,-0.09958475,0.204082914,0.393793068,0.960727315
ENSMUSG00000002308,44.7836115,-0.11688187,0.260067084,0.125180935,0.683155909
ENSMUSG00000002319,158.5376981,-0.055580199,0.226824912,0.476555745,0.999871382
ENSMUSG00000002320,126.4155866,0.061345342,0.224490841,0.474511381,0.999871382
ENSMUSG00000002324,35.32987223,-0.020426755,0.229394344,0.618043134,0.999871382
ENSMUSG00000002325,483.0272581,0.24745752,0.221108901,0.106994836,0.641584672
ENSMUSG00000002326,192.6527076,-0.112635113,0.230091246,0.286545528,0.890336644
ENSMUSG00000002329,368.7542606,-0.162667542,0.242972903,0.185930357,0.777385503
ENSMUSG00000002332,313.6917303,-0.679520873,0.396006123,0.004833638,0.144109162
ENSMUSG00000002341,5.5677874,0.009785182,0.230943439,0.735598784,0.999871382
ENSMUSG00000002342,100.8151778,0.000486095,0.215599002,0.996629818,0.999871382
ENSMUSG00000002343,89.03797298,-0.133144436,0.263650198,0.132832344,0.692701576
ENSMUSG00000002345,1085.897652,-0.295980017,0.272841103,0.046053051,0.448671868
ENSMUSG00000002346,40.03791769,0.111967672,0.247059476,0.206709201,0.804098839
ENSMUSG00000002365,245.9955743,0.129695771,0.250572175,0.212657028,0.810804598
ENSMUSG00000002372,374.9707473,-0.081595936,0.185060761,0.498433436,0.999871382
ENSMUSG00000002379,597.2589626,-0.521370338,0.461941192,0.011134233,0.224041825
ENSMUSG00000002393,140.2529575,-0.129084919,0.24007451,0.232961987,0.830598718
ENSMUSG00000002395,1891.347925,-0.771853863,0.293166362,0.000502249,0.032959518
ENSMUSG00000002396,181.3982783,-0.004648589,0.198310856,0.962858964,0.999871382
ENSMUSG00000002409,254.5174782,-0.062727186,0.183549692,0.583777106,0.999871382
ENSMUSG00000002413,114.4062806,-0.105379165,0.238585945,0.269690544,0.87311837
ENSMUSG00000002416,244.1629298,-0.854051715,0.465665825,0.002504865,0.097291429
ENSMUSG00000002428,133.5442151,0.152755574,0.243998589,0.199224242,0.795490645
ENSMUSG00000002455,617.9142859,-0.001018982,0.180345689,0.991918706,0.999871382
ENSMUSG00000002458,652.0207969,-0.104681464,0.201004643,0.381961801,0.951801066
ENSMUSG00000002459,3.166761162,-0.039538583,0.232721469,0.44241869,0.984220438
ENSMUSG00000002475,0.982678971,-0.00085645,0.233177383,0.942381522,0.999871382
ENSMUSG00000002477,168.4097327,-0.396963704,0.359079399,0.028777441,0.364561274
ENSMUSG00000002486,106.6264444,0.013152804,0.217217754,0.846706656,0.999871382
ENSMUSG00000002489,74.30385079,-0.032631873,0.225985877,0.612967435,0.999871382
ENSMUSG00000002496,792.0911182,-0.175130556,0.268045543,0.132987641,0.69295619
ENSMUSG00000002500,15.90961898,0.005557596,0.228563051,0.880129209,0.999871382
ENSMUSG00000002504,92.58968528,-0.005687207,0.225068981,0.917379213,0.999871382
ENSMUSG00000002524,1064.154035,-0.315503453,0.224718242,0.03624725,0.402861248
ENSMUSG00000002546,396.6913535,0.095594536,0.179902146,0.436570601,0.98134643
ENSMUSG00000002550,167.3432902,0.054620501,0.206110859,0.607518302,0.999871382
ENSMUSG00000002565,1.608821531,0.004872486,0.233209551,0.247248298,0.846634659
ENSMUSG00000002578,6.592041809,0.042977719,0.235162141,0.314983375,0.910771342
ENSMUSG00000002580,366.5216756,-0.182942691,0.195947447,0.16567278,0.748021486
ENSMUSG00000002588,2.207830573,-0.000727991,0.233246497,0.869304445,0.999871382
ENSMUSG00000002602,61.12693735,0.015332951,0.227346966,0.784004241,0.999871382
ENSMUSG00000002603,7361.649391,-0.097316358,0.200490059,0.400296006,0.9637446
ENSMUSG00000002608,576.3833572,-0.030725223,0.190075548,0.786685337,0.999871382
ENSMUSG00000002617,11.09060365,-0.033914428,0.234686013,0.192033147,0.786888766
ENSMUSG00000002625,1028.084147,-0.623867695,0.452351859,0.007309044,0.184057288
ENSMUSG00000002633,0.054508295,0.003065026,0.233345515,0.762083376,0.999871382
ENSMUSG00000002635,84.58111777,-0.084048839,0.229692827,0.33047081,0.923017179
ENSMUSG00000002658,917.8574549,-0.678476759,0.504236141,0.006825827,0.176332529
ENSMUSG00000002660,212.8077503,-0.227771883,0.314942768,0.0806191,0.576180201
ENSMUSG00000002661,72.21229165,-0.222522975,0.368136083,0.035651365,0.399688257
ENSMUSG00000002668,1701.183195,-0.097177008,0.193453982,0.418501636,0.974288547
ENSMUSG00000002679,30.66846842,-0.137534097,0.279368268,0.078860284,0.571060847
ENSMUSG00000002699,775.4289329,0.223950876,0.229101166,0.118591298,0.668633352
ENSMUSG00000002718,139.5234608,0.028890545,0.210953452,0.756463808,0.999871382
ENSMUSG00000002728,58.94363266,0.033674797,0.221493828,0.667334838,0.999871382
ENSMUSG00000002731,40.62804915,-0.083257115,0.223525843,0.401417819,0.963928927
ENSMUSG00000002732,5.308856713,0.024480655,0.232784841,0.453862861,0.989951496
ENSMUSG00000002733,76.24564025,0.099639667,0.245901821,0.219170769,0.817967923
ENSMUSG00000002741,339.8186398,0.162321455,0.226078658,0.211982903,0.809911739
ENSMUSG00000002748,416.2390965,0.281304655,0.24179172,0.065581196,0.528374409
ENSMUSG00000002763,442.2091124,-0.08027947,0.206458472,0.453493599,0.989882034
ENSMUSG00000002767,263.6614169,-0.582212261,0.688276696,0.011534313,0.229891521
ENSMUSG00000002768,704.4792876,-0.469884376,0.300759337,0.010697444,0.218823493
ENSMUSG00000002769,25.44195944,-0.034419295,0.232513062,0.399389385,0.9637446
ENSMUSG00000002771,14.64050182,0.060006443,0.240634706,0.155524907,0.734491851
ENSMUSG00000002778,667.6985281,-0.052761617,0.138522158,0.635261956,0.999871382
ENSMUSG00000002781,69.08272258,0.036276657,0.222365042,0.631722975,0.999871382
ENSMUSG00000002791,2.819002161,0.006831464,0.232775821,0.514603901,0.999871382
ENSMUSG00000002797,97.72187654,0.046619673,0.214116814,0.628458003,0.999871382
ENSMUSG00000002799,5.301000517,0.006452995,0.232539124,0.672663973,0.999871382
ENSMUSG00000002803,107.4309928,-0.107334044,0.246976227,0.216328182,0.814342251
ENSMUSG00000002804,125.7620113,-0.2384424,0.365271126,0.048305975,0.457784803
ENSMUSG00000002808,5.234554888,-0.000495947,0.232326615,0.916108184,0.999871382
ENSMUSG00000002812,1812.584191,-0.569241397,0.294846009,0.004892032,0.144838151
ENSMUSG00000002814,96.87207856,-0.027305924,0.218851062,0.732418976,0.999871382
ENSMUSG00000002820,286.2466211,-0.043938805,0.183129646,0.703869734,0.999871382
ENSMUSG00000002825,74.84652667,-0.127810453,0.250039025,0.204256309,0.801635392
ENSMUSG00000002831,7.403926148,0.016332602,0.230274578,0.672656577,0.999871382
ENSMUSG00000002833,339.6943991,-0.066604122,0.17977174,0.571017745,0.999871382
ENSMUSG00000002835,217.3306014,-0.038172715,0.22424479,0.540350528,0.999871382
ENSMUSG00000002844,732.0764416,-0.110503915,0.171121516,0.368348904,0.94762037
ENSMUSG00000002845,34.99216826,-0.010080411,0.226493869,0.851385792,0.999871382
ENSMUSG00000002846,126.0801934,-0.052779057,0.211414076,0.589015026,0.999871382
ENSMUSG00000002847,1.909372531,-0.001130087,0.233006892,0.780443062,0.999871382
ENSMUSG00000002870,193.3335559,0.372999651,0.333306538,0.037163198,0.409932637
ENSMUSG00000002871,139.1613163,-0.013224373,0.208836521,0.88632857,0.999871382
ENSMUSG00000002881,459.2559766,0.058673538,0.198629927,0.599587311,0.999871382
ENSMUSG00000002885,5897.282944,0.242873953,0.152272153,0.049351357,0.461846931
ENSMUSG00000002897,1598.570552,0.25234248,0.216353331,0.083147471,0.583839075
ENSMUSG00000002900,1.074052162,0.007203345,0.233167043,0.625196361,0.999871382
ENSMUSG00000002908,6.965695742,-0.007403505,0.233193437,0.097073678,0.618351635
ENSMUSG00000002910,132.0735607,0.080761102,0.219566199,0.424726503,0.976782048
ENSMUSG00000002930,0.337729853,-0.00057947,0.233299773,0.893580447,0.999871382
ENSMUSG00000002944,1957.718896,0.098179408,0.23440751,0.277805724,0.879634654
ENSMUSG00000002948,311.8557685,-0.053795525,0.210275471,0.595102009,0.999871382
ENSMUSG00000002949,275.19274,-0.44888266,0.415232821,0.01801486,0.289925821
ENSMUSG00000002957,799.3311849,-0.130901317,0.17032674,0.284733484,0.888495065
ENSMUSG00000002963,1171.114787,-0.811768898,0.397515874,0.001688227,0.075177083
ENSMUSG00000002968,894.7545432,-0.22779178,0.233370669,0.096364522,0.61637406
ENSMUSG00000002980,141.7567468,-0.064806286,0.238176127,0.241565473,0.841745977
ENSMUSG00000002981,581.7405788,0.147875083,0.186020657,0.250979274,0.851873123
ENSMUSG00000002983,376.2643025,-0.214484181,0.199472635,0.118412271,0.668321068
ENSMUSG00000002984,191.5912911,-0.134126016,0.237114452,0.221842104,0.820242858
ENSMUSG00000002985,397.5380335,0.189576297,0.313321449,0.068059506,0.535367887
ENSMUSG00000002992,16.2155293,0.00181853,0.230538121,0.95736529,0.999871382
ENSMUSG00000002996,462.5118439,0.330888491,0.310625543,0.049673529,0.462329747
ENSMUSG00000002997,2334.441298,0.505612986,0.370267967,0.01375629,0.25138676
ENSMUSG00000003031,420.7956001,0.283875897,0.278956537,0.068495606,0.536447242
ENSMUSG00000003032,148.2486619,0.062015562,0.222826786,0.479641294,0.999871382
ENSMUSG00000003033,1068.499518,-0.036958678,0.14129321,0.743912683,0.999871382
ENSMUSG00000003037,1631.496528,0.043271344,0.173571982,0.71468497,0.999871382
ENSMUSG00000003038,825.6291971,0.002949664,0.149896264,0.980192233,0.999871382
ENSMUSG00000003039,2606.525536,0.060443338,0.138469719,0.5813816,0.999871382
ENSMUSG00000003051,0.492490587,-0.001507403,0.233317309,0.98466528,0.999871382
ENSMUSG00000003053,3.153368392,0.005425021,0.233298754,0.050656888,0.466551978
ENSMUSG00000003062,62.73840461,-0.09659784,0.229396371,0.335858563,0.925985122
ENSMUSG00000003068,2054.045961,-0.053598991,0.163573887,0.637135968,0.999871382
ENSMUSG00000003070,0.939411737,0.003958277,0.233315138,0.582839586,0.999871382
ENSMUSG00000003072,2013.927411,-0.840794761,0.375422965,0.001235456,0.061868485
ENSMUSG00000003099,117.9253026,0.163396564,0.276203178,0.138158066,0.704865843
ENSMUSG00000003119,439.9039803,0.133418939,0.184921166,0.283407,0.886513872
ENSMUSG00000003123,532.1024459,-0.164203492,0.246626611,0.179741445,0.769660291
ENSMUSG00000003131,195.8712396,0.030434945,0.215501878,0.721384921,0.999871382
ENSMUSG00000003134,81.17004218,-0.021171875,0.222552506,0.756233695,0.999871382
ENSMUSG00000003135,146.3305996,-0.092427216,0.22098561,0.393094645,0.960533275
ENSMUSG00000003153,4739.514848,0.249344676,0.287097788,0.079666188,0.573037589
ENSMUSG00000003154,259.6543209,0.241092463,0.30938431,0.08655595,0.592496179
ENSMUSG00000003161,939.6143728,-0.128515395,0.161822119,0.291975523,0.893696111
ENSMUSG00000003166,253.9786197,0.094041343,0.20244963,0.432236474,0.978970485
ENSMUSG00000003184,932.7460599,-0.154689725,0.234007632,0.206404901,0.804098839
ENSMUSG00000003190,86.73899069,-0.007000385,0.215453047,0.932950261,0.999871382
ENSMUSG00000003198,54.32927591,0.03273846,0.221699572,0.657462657,0.999871382
ENSMUSG00000003199,582.919257,-0.256622748,0.302367414,0.072595245,0.549894723
ENSMUSG00000003200,210.0211703,0.118982179,0.224218874,0.304209714,0.903013029
ENSMUSG00000003206,334.2853075,-0.212740108,0.25737733,0.119941021,0.671118105
ENSMUSG00000003208,136.6073109,-0.230746529,0.294837995,0.088059137,0.594561445
ENSMUSG00000003226,173.2390061,0.28473007,0.421957495,0.045001712,0.444778265
ENSMUSG00000003228,853.2611145,0.48269167,0.362249246,0.015227402,0.264376877
ENSMUSG00000003233,157.4883688,-0.042006574,0.183402438,0.7182142,0.999871382
ENSMUSG00000003234,345.3620425,-0.093645096,0.191714878,0.426616182,0.976810858
ENSMUSG00000003235,362.6007252,-0.14612925,0.232113146,0.221376598,0.820242858
ENSMUSG00000003269,283.277995,-0.205738306,0.228327474,0.126799716,0.684631983
ENSMUSG00000003271,9.449446865,-0.020815432,0.233405065,0.341362268,0.932237032
ENSMUSG00000003273,9.657831879,-0.018425669,0.232071718,0.543938298,0.999871382
ENSMUSG00000003279,2.151894792,-0.010250553,0.232282189,0.629488545,0.999871382
ENSMUSG00000003282,2.485127204,0.009496518,0.23354405,1.99625E-07,4.52428E-05
ENSMUSG00000003283,1347.407483,-0.092375749,0.187737679,0.407232631,0.966567344
ENSMUSG00000003299,522.6621251,-0.632941572,0.384323162,0.005827271,0.15874667
ENSMUSG00000003308,438.5875459,-0.054780228,0.170600545,0.640334241,0.999871382
ENSMUSG00000003309,39.74652449,-0.062569032,0.230253829,0.421359214,0.975161153
ENSMUSG00000003316,508.5790014,0.071116017,0.163859896,0.556492299,0.999871382
ENSMUSG00000003341,0.121762486,-0.000903898,0.233320681,0.953407457,0.999871382
ENSMUSG00000003344,408.1936093,-0.199022092,0.210380305,0.135628059,0.698191937
ENSMUSG00000003345,2562.267682,-0.201536975,0.153289378,0.093390473,0.610132589
ENSMUSG00000003346,663.7413355,-0.277318385,0.224011474,0.057593801,0.496692054
ENSMUSG00000003348,2773.973672,0.025672788,0.146824241,0.823615203,0.999871382
ENSMUSG00000003352,22.44415351,-0.005317791,0.22589333,0.901903064,0.999871382
ENSMUSG00000003355,44.35463806,0.01988843,0.2224224,0.773613888,0.999871382
ENSMUSG00000003360,509.7563506,0.051356291,0.176435205,0.647305244,0.999871382
ENSMUSG00000003363,1640.877389,-0.497347412,0.332288255,0.008968269,0.199957832
ENSMUSG00000003378,107.0375195,-0.426767992,0.630535239,0.014632553,0.258586857
ENSMUSG00000003379,13808.16722,-0.432881915,0.377940857,0.0216305,0.317016608
ENSMUSG00000003380,2321.589115,-0.383897146,0.224113638,0.013342268,0.248310485
ENSMUSG00000003382,105.1652619,0.23146193,0.355653404,0.052412577,0.475345749
ENSMUSG00000003402,922.6944059,-0.289835199,0.282580778,0.060355866,0.508160941
ENSMUSG00000003410,5.423616152,0.032906404,0.234295336,0.370049697,0.947836447
ENSMUSG00000003411,22.10995605,-0.014648242,0.231666465,0.537501024,0.999871382
ENSMUSG00000003418,126.1146824,-0.035982744,0.223729513,0.620051522,0.999871382
ENSMUSG00000003420,716.92947,-0.68391173,0.714310487,0.008669128,0.19726962
ENSMUSG00000003421,450.7907891,-0.110721478,0.186177934,0.361529954,0.945246445
ENSMUSG00000003423,415.5452289,-0.661945911,0.385986674,0.004947546,0.144838151
ENSMUSG00000003429,10746.47672,-0.721557179,0.295767816,0.000973197,0.051929035
ENSMUSG00000003435,2137.476777,-0.246243277,0.257903151,0.088166849,0.595105927
ENSMUSG00000003436,2.116690305,-0.042071699,0.238361517,0.03315895,0.388752601
ENSMUSG00000003437,954.4002657,-0.50171663,0.381077955,0.013967134,0.253199672
ENSMUSG00000003438,219.8605653,-0.170190759,0.26759688,0.144068469,0.717067603
ENSMUSG00000003444,155.8264096,-0.131474155,0.265543058,0.129611286,0.687276271
ENSMUSG00000003452,63.93688669,0.102235551,0.249904916,0.132143192,0.691766777
ENSMUSG00000003458,295.5484679,0.262082197,0.239003477,0.090381537,0.601162178
ENSMUSG00000003464,284.0112884,0.004222353,0.17890509,0.970812874,0.999871382
ENSMUSG00000003469,44.69986391,-0.006290464,0.225980494,0.888904782,0.999871382
ENSMUSG00000003477,2.315972002,-0.006549464,0.232790783,0.679200514,0.999871382
ENSMUSG00000003484,3401.927737,-0.178288386,0.261183787,0.146307162,0.718912974
ENSMUSG00000003500,229.5220361,-0.14475715,0.257079157,0.182212043,0.773154569
ENSMUSG00000003518,1638.065234,0.436533185,0.301163373,0.016387238,0.275774947
ENSMUSG00000003526,68.19072403,0.006686835,0.221198691,0.924166993,0.999871382
ENSMUSG00000003527,241.8546537,0.028230678,0.199590331,0.894499373,0.999871382
ENSMUSG00000003528,289.8381895,-0.30550651,0.35290226,0.044617704,0.444036039
ENSMUSG00000003531,101.1624653,-0.129943956,0.260998165,0.153312805,0.731112519
ENSMUSG00000003534,38.25276142,0.02224471,0.22471059,0.740305342,0.999871382
ENSMUSG00000003541,65.31814107,0.051425944,0.224513153,0.529084994,0.999871382
ENSMUSG00000003545,13.55299722,0.003955448,0.228927192,0.930294641,0.999871382
ENSMUSG00000003546,353.4468906,0.018793519,0.156657441,0.871351396,0.999871382
ENSMUSG00000003549,203.6825204,-0.528919236,1.034090341,0.011497322,0.229779199
