Test,Animal,Treatment,Code,Stage,Trial,Apparatus,Date,Duration,Distance,Mean speed,NE : time,NE : distance,NE : average speed,NW : time,NW : distance,NW : average speed,SE : time,SE : distance,SE : average speed,SW : time,SW : distance,SW : average speed,Island : distance to first entry,Island : latency to first entry,Thigmitaxis : time,Thigmitaxis : distance,Thigmitaxis : average speed,Diet,Sex,Age,Genotype
1,221101-1,E44_M_12mo_HFD,C,Day1,1,MWM_150,11/7/22,60,9.659,0.161,0,0,,8.4,1.044,0.124,20.5,3.598,0.176,31.1,5.017,0.161,,,42.9,6.299,0.147,HFD,Male,12,E44
2,221101-2,E44_M_12mo_HFD,C,Day1,1,MWM_150,11/7/22,12,1.116,0.093,0,0,,0,0,,3,0.315,0.105,9,0.8,0.089,0.968,7.9,0,0,,HFD,Male,12,E44
3,221101-3,E4HN_M_18mo_HFD,D,Day1,1,MWM_150,11/7/22,60,6.529,0.109,20.1,2.129,0.106,21.1,2.33,0.11,6.8,1.149,0.169,12,0.921,0.077,,,25,2.655,0.106,HFD,Male,18,E4HN
4,221101-4,E4HN_F_18mo_HFD,B,Day1,1,MWM_150,11/7/22,60,4.787,0.08,3.9,0.818,0.208,10.8,1.47,0.136,3.9,0.619,0.16,41.4,1.88,0.045,,,26.6,2.345,0.088,HFD,Female,18,E4HN
5,221101-5,E4HN_M_6mo_Control,E,Day1,1,MWM_150,11/7/22,60,11.694,0.195,20.8,3.673,0.177,18.8,3.855,0.205,6.6,1.581,0.239,13.8,2.586,0.187,,,24.2,3.295,0.136,Control,Male,6,E4HN
6,221101-6,E4HN_M_6mo_Control,E,Day1,1,MWM_150,11/7/22,60,11.861,0.198,13.1,2.012,0.154,34.2,6.973,0.204,3.4,0.845,0.246,9.2,2.031,0.22,,,32.4,5.437,0.168,Control,Male,6,E4HN
7,221101-7,E44_F_6mo_Control,H,Day1,1,MWM_150,11/7/22,50.2,11.846,0.236,3.9,1.01,0.261,0,0,,23.8,6.003,0.253,22.6,4.833,0.214,11.247,46.2,15.3,3.106,0.203,Control,Female,6,E44
8,221101-8,E44_F_6mo_Control,H,Day1,1,MWM_150,11/7/22,12.4,2.553,0.206,0,0,,0.9,0.192,0.221,1.2,0.307,0.25,10.3,2.054,0.199,1.951,8.3,0,0,,Control,Female,6,E44
9,221101-9,E44_F_6mo_Control,H,Day1,1,MWM_150,11/7/22,60,12.914,0.215,28.2,6.06,0.215,0.2,0.054,0.324,26,5.309,0.204,5.7,1.491,0.263,,,32.3,6.431,0.199,Control,Female,6,E44
10,221101-10,E44_M_6mo_Control,G,Day1,1,MWM_150,11/7/22,4.6,0.873,0.19,0,0,,1.5,0.324,0.211,0,0,,3.1,0.549,0.179,0.053,0.5,0,0,,Control,Male,6,E44
11,221101-11,E44_M_6mo_Control,G,Day1,1,MWM_150,11/7/22,60,12.25,0.204,20.4,3.985,0.196,9.7,2.101,0.217,21.8,4.457,0.204,8.1,1.707,0.211,,,27.1,5.201,0.192,Control,Male,6,E44
12,221101-12,E44_M_6mo_Control,G,Day1,1,MWM_150,11/7/22,60,12.36,0.206,16.3,3.465,0.213,5.5,1.283,0.233,22.1,4.23,0.192,16.2,3.381,0.209,,,41.3,8.691,0.211,Control,Male,6,E44
13,221101-13,E2HN_F_6mo_Control,I,Day1,1,MWM_150,11/7/22,42.1,9.477,0.225,1.8,0.447,0.253,7.8,1.333,0.171,14.6,3.736,0.257,18,3.961,0.22,8.69,38.1,17.8,3.441,0.193,Control,Female,6,E2HN
14,221101-14,E2HN_F_6mo_Control,I,Day1,1,MWM_150,11/7/22,15,2.52,0.169,0,0,,0,0,,5,1.233,0.248,10,1.287,0.129,2.156,10.9,7.8,0.962,0.123,Control,Female,6,E2HN
15,221101-15,E2HN_M_6mo_Control,A,Day1,1,MWM_150,11/7/22,8.5,0.772,0.091,0,0,,0,0,,0,0,,8.5,0.772,0.091,0.647,4.5,0,0,,Control,Male,6,E2HN
16,221101-16,E2HN_M_6mo_Control,A,Day1,1,MWM_150,11/7/22,9.3,1.879,0.202,0,0,,3.8,0.819,0.218,0,0,,5.6,1.061,0.191,1.036,5.3,0,0,,Control,Male,6,E2HN
17,221101-17,E2HN_M_6mo_Control,A,Day1,1,MWM_150,11/7/22,60,13.24,0.221,31.9,6.572,0.206,5.4,1.366,0.255,13.6,3.333,0.246,9.2,1.969,0.215,,,35,6.666,0.19,Control,Male,6,E2HN
18,221101-18,E2HN_M_6mo_Control,A,Day1,1,MWM_150,11/7/22,60,11.897,0.198,10.2,2.153,0.21,7.3,1.747,0.238,28.5,5.277,0.185,13.9,2.721,0.195,,,13.7,2.307,0.169,Control,Male,6,E2HN
19,221101-19,E2HN_M_6mo_Control,A,Day1,1,MWM_150,11/7/22,18.6,4.312,0.231,0.8,0.157,0.188,2,0.479,0.242,5.6,1.368,0.246,10.3,2.308,0.225,3.229,14.6,4.2,0.953,0.227,Control,Male,6,E2HN
20,221101-20,E4HN_F_6mo_Control,F,Day1,1,MWM_150,11/7/22,60,12.287,0.205,9.1,1.694,0.186,26.2,5.158,0.197,3.7,0.615,0.165,21,4.82,0.23,,,28.8,5.861,0.203,Control,Female,6,E4HN
21,221101-21,E4HN_F_6mo_Control,F,Day1,1,MWM_150,11/7/22,6,1.105,0.183,0.7,0.149,0.203,0.6,0.187,0.311,0.1,0,0,4.6,0.769,0.166,0.356,2,0,0,,Control,Female,6,E4HN
22,221101-22,E4HN_F_6mo_Control,F,Day1,1,MWM_150,11/7/22,60,10.544,0.176,17.6,2.98,0.169,32.6,5.974,0.183,6,1.097,0.183,3.8,0.494,0.129,,,18.6,2.575,0.138,Control,Female,6,E4HN
23,221101-23,E4HN_F_6mo_Control,F,Day1,1,MWM_150,11/7/22,60,14.181,0.236,20.4,4.632,0.227,8.3,2.039,0.245,18.1,4.677,0.258,13.2,2.833,0.215,,,24.2,5.089,0.211,Control,Female,6,E4HN
24,221101-24,E4HN_F_6mo_Control,F,Day1,1,MWM_150,11/7/22,13.9,2.635,0.19,0,0,,0.4,0.056,0.15,0.7,0.159,0.217,12.8,2.42,0.19,1.809,9.8,1.5,0.414,0.282,Control,Female,6,E4HN
25,221101-1,E44_M_12mo_HFD,C,Day1,2,MWM_150,11/7/22,60,10.379,0.173,15.9,2.977,0.187,31.2,4.998,0.16,6.3,1.286,0.204,6.6,1.118,0.17,,,50.6,8.392,0.166,HFD,Male,12,E44
26,221101-2,E44_M_12mo_HFD,C,Day1,2,MWM_150,11/7/22,60,7.699,0.128,32.5,3.761,0.116,8.3,1.483,0.178,17.7,2.137,0.121,1.5,0.319,0.208,,,35.2,4.242,0.121,HFD,Male,12,E44
27,221101-3,E4HN_M_18mo_HFD,D,Day1,2,MWM_150,11/7/22,60,10.292,0.172,26.1,3.356,0.129,11.2,2.248,0.201,11.3,2.339,0.206,11.4,2.348,0.205,,,32.6,5.48,0.168,HFD,Male,18,E4HN
28,221101-4,E4HN_F_18mo_HFD,B,Day1,2,MWM_150,11/7/22,60,6.967,0.116,45.6,4.742,0.104,9.7,1.622,0.168,4.8,0.603,0.127,0,0,,,,30,3.085,0.103,HFD,Female,18,E4HN
29,221101-5,E4HN_M_6mo_Control,E,Day1,2,MWM_150,11/7/22,60,11.16,0.186,20.8,2.82,0.135,8.4,2.018,0.24,11.1,2.251,0.203,19.7,4.071,0.207,,,31.1,4.042,0.13,Control,Male,6,E4HN
30,221101-6,E4HN_M_6mo_Control,E,Day1,2,MWM_150,11/7/22,60,10.587,0.176,37.6,6.157,0.164,9.4,1.739,0.186,13,2.69,0.206,0,0,,,,44.5,6.759,0.152,Control,Male,6,E4HN
31,221101-7,E44_F_6mo_Control,H,Day1,2,MWM_150,11/7/22,60,14.838,0.247,12.4,3.165,0.254,10.5,2.702,0.257,26.5,5.896,0.222,10.5,3.076,0.292,,,37.9,9.228,0.244,Control,Female,6,E44
32,221101-8,E44_F_6mo_Control,H,Day1,2,MWM_150,11/7/22,60,13.373,0.223,35.3,7.768,0.22,4.2,1.164,0.277,15.6,3.312,0.213,4.9,1.128,0.229,,,44.4,9.459,0.213,Control,Female,6,E44
33,221101-9,E44_F_6mo_Control,H,Day1,2,MWM_150,11/7/22,60,11.659,0.194,20.7,4.03,0.194,4.4,0.836,0.191,24.6,4.567,0.186,10.3,2.226,0.216,,,31.4,5.818,0.185,Control,Female,6,E44
34,221101-10,E44_M_6mo_Control,G,Day1,2,MWM_150,11/7/22,60,11.781,0.196,15.5,2.503,0.162,13.8,3.155,0.229,17,3.09,0.182,13.7,3.032,0.221,,,31.7,6.35,0.201,Control,Male,6,E44
35,221101-11,E44_M_6mo_Control,G,Day1,2,MWM_150,11/7/22,31.7,5.328,0.168,15.3,2.577,0.168,4.7,1.13,0.24,2.3,0.4,0.171,9.4,1.222,0.13,5.192,27.7,11.7,2.2,0.188,Control,Male,6,E44
36,221101-12,E44_M_6mo_Control,G,Day1,2,MWM_150,11/7/22,60,11.372,0.19,28.9,4.277,0.148,4.4,0.995,0.226,11.5,2.636,0.229,15.2,3.463,0.228,,,21,4.333,0.206,Control,Male,6,E44
37,221101-13,E2HN_F_6mo_Control,I,Day1,2,MWM_150,11/7/22,60,11.754,0.196,27.4,4.596,0.168,6.7,1.352,0.202,11.4,2.522,0.222,14.5,3.284,0.227,,,36.6,6.246,0.171,Control,Female,6,E2HN
38,221101-14,E2HN_F_6mo_Control,I,Day1,2,MWM_150,11/7/22,60,9.475,0.158,18.2,1.606,0.088,0,0,,38.2,7.047,0.184,3.6,0.822,0.226,,,42.7,6.032,0.141,Control,Female,6,E2HN
39,221101-15,E2HN_M_6mo_Control,A,Day1,2,MWM_150,11/7/22,60,8.89,0.148,38.9,5.268,0.135,1.6,0.193,0.123,19.5,3.429,0.176,0,0,,,,32.1,4.375,0.136,Control,Male,6,E2HN
40,221101-16,E2HN_M_6mo_Control,A,Day1,2,MWM_150,11/7/22,60,7.827,0.13,23.6,2.978,0.126,25.4,3.169,0.125,10.4,1.622,0.156,0.6,0.058,0.102,,,39.7,4.16,0.105,Control,Male,6,E2HN
41,221101-17,E2HN_M_6mo_Control,A,Day1,2,MWM_150,11/7/22,60,13.609,0.227,30.1,6.81,0.226,8.1,1.894,0.233,18,3.932,0.218,3.8,0.973,0.258,,,28.9,6.331,0.219,Control,Male,6,E2HN
42,221101-18,E2HN_M_6mo_Control,A,Day1,2,MWM_150,11/7/22,60,11.003,0.183,31.9,5.474,0.171,6.3,1.432,0.228,16.5,2.95,0.179,5.3,1.147,0.215,,,29.1,4.641,0.159,Control,Male,6,E2HN
43,221101-19,E2HN_M_6mo_Control,A,Day1,2,MWM_150,11/7/22,31.2,6.739,0.216,12.5,2.289,0.184,5.9,1.475,0.249,6.3,1.443,0.229,6.5,1.531,0.237,5.887,27.1,10,2.096,0.209,Control,Male,6,E2HN
44,221101-20,E4HN_F_6mo_Control,F,Day1,2,MWM_150,11/7/22,49.5,8.11,0.164,24.4,3.801,0.156,4.2,1.141,0.274,12.3,2.307,0.188,8.7,0.861,0.099,7.983,45.5,27.9,5.134,0.184,Control,Female,6,E4HN
45,221101-21,E4HN_F_6mo_Control,F,Day1,2,MWM_150,11/7/22,60,12.177,0.203,26.4,5.336,0.202,16.4,3.286,0.2,11.3,2.306,0.203,5.9,1.25,0.213,,,29,4.887,0.169,Control,Female,6,E4HN
46,221101-22,E4HN_F_6mo_Control,F,Day1,2,MWM_150,11/7/22,60,9.776,0.163,23.3,3.278,0.141,16.1,2.944,0.183,17.2,2.69,0.156,3.3,0.864,0.259,,,31.7,4.902,0.155,Control,Female,6,E4HN
47,221101-23,E4HN_F_6mo_Control,F,Day1,2,MWM_150,11/7/22,60,13.868,0.231,28.1,6.081,0.216,13.5,3.235,0.24,11.4,2.791,0.244,7,1.762,0.253,,,20.8,4.355,0.209,Control,Female,6,E4HN
48,221101-24,E4HN_F_6mo_Control,F,Day1,2,MWM_150,11/7/22,23.3,4.029,0.173,11.7,1.625,0.139,6.3,1.294,0.205,1.9,0.422,0.227,3.5,0.688,0.199,3.218,19.2,4.8,0.623,0.129,Control,Female,6,E4HN
49,221101-1,E44_M_12mo_HFD,C,Day1,3,MWM_150,11/7/22,47.3,7.066,0.149,19.4,3.193,0.165,9.6,1.302,0.136,5.4,1.073,0.2,13,1.498,0.116,7.019,43.3,26.6,3.794,0.143,HFD,Male,12,E44
50,221101-2,E44_M_12mo_HFD,C,Day1,3,MWM_150,11/7/22,60,8.972,0.15,9.7,1.84,0.189,40.3,5.275,0.131,5.5,0.888,0.163,4.5,0.969,0.215,,,28.5,3.898,0.137,HFD,Male,12,E44
51,221101-3,E4HN_M_18mo_HFD,D,Day1,3,MWM_150,11/7/22,60,8.632,0.144,4.5,0.617,0.137,45,5.865,0.13,0,0,,10.5,2.15,0.205,,,14.7,1.874,0.127,HFD,Male,18,E4HN
52,221101-4,E4HN_F_18mo_HFD,B,Day1,3,MWM_150,11/7/22,25.2,1.484,0.059,0,0,,15.1,0.848,0.056,0,0,,10.1,0.636,0.063,1.442,21.2,0,0,,HFD,Female,18,E4HN
53,221101-5,E4HN_M_6mo_Control,E,Day1,3,MWM_150,11/7/22,60,8.537,0.142,15.1,2.253,0.149,32.1,4.673,0.146,0.7,0.111,0.159,12.1,1.5,0.124,,,35.3,4.203,0.119,Control,Male,6,E4HN
54,221101-6,E4HN_M_6mo_Control,E,Day1,3,MWM_150,11/7/22,31.3,5.251,0.168,20,3.57,0.178,2.8,0.431,0.156,2.8,0.728,0.257,5.7,0.523,0.092,5.162,27.2,6.5,0.845,0.129,Control,Male,6,E4HN
55,221101-7,E44_F_6mo_Control,H,Day1,3,MWM_150,11/7/22,23,4.714,0.205,6.3,1.255,0.2,8,1.767,0.221,0,0,,8.7,1.692,0.193,3.8,19,8,1.152,0.143,Control,Female,6,E44
56,221101-8,E44_F_6mo_Control,H,Day1,3,MWM_150,11/7/22,60,12.14,0.202,24.1,5.486,0.228,26.4,4.376,0.166,4.7,1.232,0.26,4.8,1.046,0.218,,,30.3,6.37,0.21,Control,Female,6,E44
57,221101-9,E44_F_6mo_Control,H,Day1,3,MWM_150,11/7/22,60,10.593,0.177,10.2,1.559,0.153,27.4,3.949,0.144,13.6,2.959,0.218,8.8,2.126,0.241,,,15.7,3.436,0.219,Control,Female,6,E44
58,221101-10,E44_M_6mo_Control,G,Day1,3,MWM_150,11/7/22,60,11.352,0.189,29.9,5.75,0.193,18.1,3.062,0.169,12,2.539,0.212,0,0,,,,35.7,7.307,0.205,Control,Male,6,E44
59,221101-11,E44_M_6mo_Control,G,Day1,3,MWM_150,11/7/22,60,12.204,0.203,17.4,3.811,0.219,24,4.815,0.2,6.3,1.488,0.235,12.2,2.09,0.171,,,32.1,6.065,0.189,Control,Male,6,E44
60,221101-12,E44_M_6mo_Control,G,Day1,3,MWM_150,11/7/22,60,12.552,0.209,6.6,1.638,0.249,27.5,4.797,0.174,9,2.193,0.243,16.9,3.924,0.233,,,38.2,8.354,0.219,Control,Male,6,E44
61,221101-13,E2HN_F_6mo_Control,I,Day1,3,MWM_150,11/7/22,60,12.539,0.209,13.9,3.209,0.231,22.5,4.251,0.189,9.7,2.073,0.214,13.9,3.006,0.216,,,33.4,6.459,0.194,Control,Female,6,E2HN
62,221101-14,E2HN_F_6mo_Control,I,Day1,3,MWM_150,11/7/22,60,13.178,0.22,15.9,3.619,0.228,26.7,5.149,0.193,8.2,2.237,0.273,9.2,2.174,0.237,,,48.4,10.644,0.22,Control,Female,6,E2HN
63,221101-15,E2HN_M_6mo_Control,A,Day1,3,MWM_150,11/7/22,60,10.345,0.172,14.4,2.444,0.17,13.8,1.988,0.144,22.8,4.181,0.183,9,1.732,0.193,,,22.9,4.071,0.178,Control,Male,6,E2HN
64,221101-16,E2HN_M_6mo_Control,A,Day1,3,MWM_150,11/7/22,60,12.496,0.208,15.1,3.169,0.209,16.2,3.15,0.194,19.2,4.081,0.213,9.5,2.096,0.221,,,17.3,3.357,0.194,Control,Male,6,E2HN
65,221101-17,E2HN_M_6mo_Control,A,Day1,3,MWM_150,11/7/22,60,13.261,0.221,8.6,1.961,0.228,20.1,4.327,0.215,16.6,3.659,0.22,14.7,3.315,0.225,,,26,5.521,0.212,Control,Male,6,E2HN
66,221101-18,E2HN_M_6mo_Control,A,Day1,3,MWM_150,11/7/22,11.6,1.59,0.137,0,0,,5.8,1.035,0.177,0,0,,5.8,0.555,0.095,1.451,7.6,0,0,,Control,Male,6,E2HN
67,221101-19,E2HN_M_6mo_Control,A,Day1,3,MWM_150,11/7/22,29.5,5.677,0.193,3.9,0.91,0.233,8.9,1.467,0.164,6.9,1.624,0.234,9.7,1.676,0.172,5.265,25.4,14.5,2.864,0.198,Control,Male,6,E2HN
68,221101-20,E4HN_F_6mo_Control,F,Day1,3,MWM_150,11/7/22,60,9.415,0.157,19.4,3.883,0.201,40.6,5.532,0.136,0,0,,0,0,,,,25.7,3.532,0.137,Control,Female,6,E4HN
69,221101-21,E4HN_F_6mo_Control,F,Day1,3,MWM_150,11/7/22,60,11,0.183,35.6,6.743,0.19,19.2,3.009,0.157,4.5,1.158,0.259,0.8,0.089,0.117,,,23.2,4.215,0.182,Control,Female,6,E4HN
70,221101-22,E4HN_F_6mo_Control,F,Day1,3,MWM_150,11/7/22,60,9.404,0.157,16.8,2.888,0.172,28.1,3.652,0.13,2.9,0.503,0.175,12.2,2.362,0.193,,,29.2,4.116,0.141,Control,Female,6,E4HN
71,221101-23,E4HN_F_6mo_Control,F,Day1,3,MWM_150,11/7/22,60,13.989,0.233,30.2,6.936,0.229,9.6,1.929,0.201,17.1,4.297,0.252,3.1,0.828,0.267,,,15.7,2.637,0.168,Control,Female,6,E4HN
72,221101-24,E4HN_F_6mo_Control,F,Day1,3,MWM_150,11/7/22,60,12.694,0.212,22.5,4.457,0.198,16.6,3.393,0.204,12.8,2.893,0.227,8.1,1.951,0.241,,,30.5,5.979,0.196,Control,Female,6,E4HN
73,221101-1,E44_M_12mo_HFD,C,Day1,4,MWM_150,11/7/22,55.9,10.05,0.18,5.6,1.13,0.203,8.1,1.811,0.225,24.6,3.927,0.16,17.7,3.182,0.18,10.001,51.9,33.7,5.966,0.177,HFD,Male,12,E44
74,221101-2,E44_M_12mo_HFD,C,Day1,4,MWM_150,11/7/22,60,9.782,0.163,19.1,2.852,0.149,10.1,2.155,0.213,22.7,3.112,0.137,8.1,1.664,0.206,,,40.9,6.784,0.166,HFD,Male,12,E44
75,221101-3,E4HN_M_18mo_HFD,D,Day1,4,MWM_150,11/7/22,60,7.927,0.132,3.4,0.382,0.111,1.7,0.337,0.195,36.9,4.673,0.127,17.9,2.536,0.141,,,37.4,3.73,0.1,HFD,Male,18,E4HN
76,221101-4,E4HN_F_18mo_HFD,B,Day1,4,MWM_150,11/7/22,19.6,2.01,0.102,0,0,,0,0,,13.8,1.538,0.111,5.8,0.472,0.081,1.876,15.6,3.5,0.323,0.092,HFD,Female,18,E4HN
77,221101-5,E4HN_M_6mo_Control,E,Day1,4,MWM_150,11/7/22,60,9.415,0.157,5,1.199,0.238,5.5,1.116,0.202,24.9,3.357,0.135,24.5,3.744,0.153,,,47.9,6.787,0.142,Control,Male,6,E4HN
78,221101-6,E4HN_M_6mo_Control,E,Day1,4,MWM_150,11/7/22,31.2,4.595,0.147,0,0,,0,0,,24.7,3.986,0.161,6.5,0.609,0.094,4.474,27.1,17.2,2.701,0.157,Control,Male,6,E4HN
79,221101-7,E44_F_6mo_Control,H,Day1,4,MWM_150,11/7/22,60,12.311,0.205,10.6,2.35,0.221,21.4,4.134,0.193,17.7,3.715,0.21,10.3,2.113,0.205,,,31.6,5.445,0.172,Control,Female,6,E44
80,221101-8,E44_F_6mo_Control,H,Day1,4,MWM_150,11/7/22,29.2,5.017,0.172,10.8,1.715,0.158,5.7,1.052,0.186,7.8,1.462,0.186,4.8,0.788,0.163,4.49,25.1,7.3,0.796,0.109,Control,Female,6,E44
81,221101-9,E44_F_6mo_Control,H,Day1,4,MWM_150,11/7/22,60,10.499,0.175,4.5,1.073,0.24,0,0,,37.9,6.49,0.171,17.7,2.936,0.166,,,33.7,6.02,0.179,Control,Female,6,E44
82,221101-10,E44_M_6mo_Control,G,Day1,4,MWM_150,11/7/22,60,10.359,0.173,11.7,2.394,0.205,3.1,0.555,0.179,28.6,4.826,0.169,16.6,2.584,0.155,,,27.5,5.343,0.195,Control,Male,6,E44
83,221101-11,E44_M_6mo_Control,G,Day1,4,MWM_150,11/7/22,60,11.589,0.193,11,2.009,0.183,10.2,1.572,0.155,23,4.79,0.208,15.9,3.218,0.203,,,36.2,6.202,0.171,Control,Male,6,E44
84,221101-12,E44_M_6mo_Control,G,Day1,4,MWM_150,11/7/22,43.8,8.465,0.193,6.2,1.446,0.232,7,1.414,0.203,21.3,3.597,0.169,9.3,2.007,0.217,7.629,39.8,16.8,3.32,0.197,Control,Male,6,E44
85,221101-13,E2HN_F_6mo_Control,I,Day1,4,MWM_150,11/7/22,60,13.504,0.225,13,3.075,0.237,10.2,2.285,0.223,25,5.473,0.219,11.8,2.671,0.226,,,42,9.663,0.23,Control,Female,6,E2HN
86,221101-14,E2HN_F_6mo_Control,I,Day1,4,MWM_150,11/7/22,23.9,3.326,0.139,0,0,,0,0,,9.9,1.121,0.113,14,2.206,0.157,3.158,19.9,11.2,1.608,0.143,Control,Female,6,E2HN
87,221101-15,E2HN_M_6mo_Control,A,Day1,4,MWM_150,11/7/22,58,8.858,0.153,0.9,0.046,0.053,1,0.21,0.203,40,5.949,0.149,16.1,2.653,0.165,8.265,53.9,27,3.663,0.135,Control,Male,6,E2HN
88,221101-16,E2HN_M_6mo_Control,A,Day1,4,MWM_150,11/7/22,60,12.038,0.201,14.3,3.189,0.222,4,0.842,0.211,29.1,5.441,0.187,12.6,2.567,0.204,,,19.3,3.337,0.173,Control,Male,6,E2HN
89,221101-17,E2HN_M_6mo_Control,A,Day1,4,MWM_150,11/7/22,19.7,4.436,0.225,0,0,,1.4,0.307,0.213,13.5,3.147,0.232,4.7,0.982,0.209,3.65,15.6,4.9,1.135,0.23,Control,Male,6,E2HN
90,221101-18,E2HN_M_6mo_Control,A,Day1,4,MWM_150,11/7/22,60,10.782,0.18,4,0.761,0.192,0,0,,40.3,7.365,0.183,15.7,2.657,0.169,,,35,5.266,0.151,Control,Male,6,E2HN
91,221101-19,E2HN_M_6mo_Control,A,Day1,4,MWM_150,11/7/22,40,7.278,0.182,4.2,0.967,0.23,4.8,1.137,0.239,20.3,3.236,0.16,10.7,1.937,0.181,6.811,35.9,14.6,2.33,0.159,Control,Male,6,E2HN
92,221101-20,E4HN_F_6mo_Control,F,Day1,4,MWM_150,11/7/22,60,7.327,0.122,14.7,2.198,0.15,6.5,1.017,0.157,38.8,4.112,0.106,0,0,,,,13.9,0.878,0.063,Control,Female,6,E4HN
93,221101-21,E4HN_F_6mo_Control,F,Day1,4,MWM_150,11/7/22,34.4,5.133,0.149,11.9,2.316,0.194,0.8,0.203,0.254,13.9,1.486,0.107,7.7,1.128,0.147,4.718,30.3,8.1,0.819,0.101,Control,Female,6,E4HN
94,221101-22,E4HN_F_6mo_Control,F,Day1,4,MWM_150,11/7/22,60,9.642,0.161,20.3,3.132,0.154,16.7,3.317,0.199,16.2,1.791,0.11,6.7,1.402,0.208,,,29.2,5.095,0.174,Control,Female,6,E4HN
95,221101-23,E4HN_F_6mo_Control,F,Day1,4,MWM_150,11/7/22,14.6,2.154,0.148,0,0,,0,0,,9.4,1.486,0.158,5.2,0.668,0.13,1.727,10.5,1,0.092,0.097,Control,Female,6,E4HN
96,221101-24,E4HN_F_6mo_Control,F,Day1,4,MWM_150,11/7/22,60,10.543,0.176,6.4,1.353,0.213,8.4,1.988,0.236,22.4,2.967,0.132,22.8,4.235,0.186,,,18,2.555,0.142,Control,Female,6,E4HN
97,221101-1,E44_M_12mo_HFD,C,Day2,1,MWM_150,11/8/22,60,10.526,0.175,14,2.439,0.174,18.5,2.803,0.152,10.4,2.255,0.216,17.1,3.029,0.177,,,39,6.247,0.16,HFD,Male,12,E44
98,221101-2,E44_M_12mo_HFD,C,Day2,1,MWM_150,11/8/22,60,8.845,0.147,25.5,3.624,0.142,7.3,1.092,0.15,11,2.033,0.185,16.3,2.097,0.129,,,24.4,3.297,0.135,HFD,Male,12,E44
99,221101-3,E4HN_M_18mo_HFD,D,Day2,1,MWM_150,11/8/22,60,7.34,0.122,21.1,2.467,0.117,11.2,1.907,0.17,3.7,0.606,0.164,24,2.361,0.098,,,39.1,3.668,0.094,HFD,Male,18,E4HN
100,221101-4,E4HN_F_18mo_HFD,B,Day2,1,MWM_150,11/8/22,60,8.162,0.136,31,4.196,0.135,9.9,1.179,0.119,9.3,1.164,0.126,9.8,1.623,0.165,,,23.7,2.271,0.096,HFD,Female,18,E4HN
101,221101-5,E4HN_M_6mo_Control,E,Day2,1,MWM_150,11/8/22,60,9.557,0.159,25.6,3.293,0.129,19.8,3.096,0.157,5.3,1.214,0.228,9.3,1.953,0.21,,,45.1,6.048,0.134,Control,Male,6,E4HN
102,221101-6,E4HN_M_6mo_Control,E,Day2,1,MWM_150,11/8/22,60,10.646,0.177,13.8,2.221,0.161,7.9,1.446,0.182,19.6,2.901,0.148,18.7,4.078,0.218,,,33.8,5.067,0.15,Control,Male,6,E4HN
103,221101-7,E44_F_6mo_Control,H,Day2,1,MWM_150,11/8/22,57.5,13.507,0.235,17.4,4.304,0.248,9.2,2.254,0.244,14.3,3.909,0.274,16.6,3.039,0.183,13.42,53.4,31.2,7.281,0.233,Control,Female,6,E44
104,221101-8,E44_F_6mo_Control,H,Day2,1,MWM_150,11/8/22,20.5,2.947,0.144,7.6,1.306,0.172,3.1,0.713,0.228,1.7,0.236,0.136,8,0.693,0.086,2.817,16.5,1.6,0.207,0.129,Control,Female,6,E44
105,221101-9,E44_F_6mo_Control,H,Day2,1,MWM_150,11/8/22,60,9.939,0.166,17.6,2.673,0.152,13.8,2.814,0.204,25.9,3.963,0.153,2.7,0.489,0.183,,,9.9,1.157,0.117,Control,Female,6,E44
106,221101-10,E44_M_6mo_Control,G,Day2,1,MWM_150,11/8/22,60,10.277,0.171,19.9,3.451,0.173,33.5,5.86,0.175,2.8,0.48,0.169,3.8,0.486,0.129,,,31,4.639,0.15,Control,Male,6,E44
107,221101-11,E44_M_6mo_Control,G,Day2,1,MWM_150,11/8/22,60,12.718,0.212,19.4,4.071,0.21,12.1,2.614,0.217,15.1,3.026,0.201,13.5,3.008,0.223,,,32.5,6.985,0.215,Control,Male,6,E44
108,221101-12,E44_M_6mo_Control,G,Day2,1,MWM_150,11/8/22,60,12.982,0.216,24.6,4.583,0.187,15.9,3.524,0.222,11.7,2.963,0.253,7.8,1.912,0.244,,,27.7,5.157,0.186,Control,Male,6,E44
109,221101-13,E2HN_F_6mo_Control,I,Day2,1,MWM_150,11/8/22,60,12.425,0.207,23.5,4.106,0.175,12.9,2.666,0.207,13.5,3.293,0.245,10.1,2.359,0.233,,,30.8,5.687,0.185,Control,Female,6,E2HN
110,221101-14,E2HN_F_6mo_Control,I,Day2,1,MWM_150,11/8/22,36.3,7.192,0.198,11.4,2.506,0.22,14.6,2.998,0.205,4,1.099,0.277,6.3,0.59,0.093,7.192,32.2,15.2,3.156,0.208,Control,Female,6,E2HN
111,221101-15,E2HN_M_6mo_Control,A,Day2,1,MWM_150,11/8/22,22.6,2.692,0.119,11.2,1.355,0.121,0,0,,5.9,0.909,0.155,5.5,0.429,0.077,2.598,18.5,2.7,0.228,0.086,Control,Male,6,E2HN
112,221101-16,E2HN_M_6mo_Control,A,Day2,1,MWM_150,11/8/22,60,13.482,0.225,21.6,4.304,0.2,17.4,3.957,0.227,9.5,2.514,0.266,11.5,2.707,0.235,,,21.9,4.614,0.211,Control,Male,6,E2HN
