Test,Animal,Treatment,Code,Stage,Trial,Apparatus,Date,Duration,Distance,Mean speed,NE : time,NE : distance,NE : average speed,NW : time,NW : distance,NW : average speed,SE : time,SE : distance,SE : average speed,SW : time,SW : distance,SW : average speed,Island : distance to first entry,Island : latency to first entry,Thigmitaxis : time,Thigmitaxis : distance,Thigmitaxis : average speed,Diet,Sex,Age
11,220110_11,E44_M_HFD,C,Day1,1,MWM_150,1/24/2022,31.1,3.759,0.121,0,0,,3.9,0.392,0.1,0,0,,23.4,3.282,0.14,3.623,27,5.8,1.006,0.173,HFD,M,12
12,220110_12,E44_M_HFD,C,Day1,1,MWM_150,1/24/2022,60,10.005,0.167,0,0,,10.4,1.413,0.136,20.4,3.517,0.172,29.2,5.075,0.174,,,27,4.433,0.164,HFD,M,12
13,220110_1,E2HN_M_hfd,A,Day1,2,MWM_150,1/24/2022,60,8.547,0.142,15.6,2.264,0.145,8.4,1.221,0.145,13.5,2.001,0.148,22.4,3.06,0.137,,,41.4,5.298,0.128,HFD,M,12
14,220110_2,E2HN_M_hfd,A,Day1,2,MWM_150,1/24/2022,60,6.914,0.115,22.2,2.547,0.115,32.8,3.677,0.112,0,0,,5,0.689,0.137,,,43.6,4.896,0.112,HFD,M,12
15,220110_3,E2HN_M_hfd,A,Day1,2,MWM_150,1/24/2022,33.7,4.45,0.132,19.4,2.32,0.12,0,0,,4.8,0.856,0.177,7.8,1.182,0.151,3.95,29.6,13.9,1.686,0.122,HFD,M,12
16,220110_4,E2HN_M_hfd,A,Day1,2,MWM_150,1/24/2022,28,3.547,0.127,2.8,0.36,0.128,0,0,,15.1,1.928,0.128,8.9,1.15,0.13,3.064,23.9,14.3,1.609,0.113,HFD,M,12
17,220110_5,E2HN_M_ctrl,D,Day1,2,MWM_150,1/24/2022,34.9,6.019,0.173,12.6,1.776,0.141,10.1,1.763,0.175,3.6,0.678,0.19,8,1.717,0.214,5.202,30.8,11.3,1.758,0.156,Control,M,12
18,220110_6,E2HN_M_ctrl,D,Day1,2,MWM_150,1/24/2022,24.4,3.943,0.162,4.7,0.554,0.117,0,0,,10.6,1.969,0.186,8.1,1.374,0.17,3.399,20.3,10.2,1.815,0.178,Control,M,12
19,220110_7,E2HN_M_ctrl,D,Day1,2,MWM_150,1/24/2022,60,10.663,0.178,9.5,1.463,0.154,9.3,1.799,0.194,11.1,2.19,0.197,30.1,5.211,0.173,,,30.1,4.947,0.164,Control,M,12
20,220110_8,E2HN_F_ctrl,B,Day1,2,MWM_150,1/24/2022,60,13.056,0.218,24.4,5.092,0.209,12.7,2.51,0.198,10.1,2.354,0.233,12.9,3.099,0.241,,,38.8,8.662,0.223,Control,F,12
21,220110_9,E2HN_F_ctrl,B,Day1,2,MWM_150,1/24/2022,60,12.015,0.2,21,4.87,0.232,6,1.131,0.188,23.2,3.802,0.164,9.8,2.213,0.226,,,38.4,6.537,0.17,Control,F,12
22,220110_10,E2HN_F_ctrl,B,Day1,2,MWM_150,1/24/2022,39.2,8.237,0.21,4.8,0.877,0.181,12.3,2.279,0.185,3.3,0.788,0.24,18.2,4.134,0.227,7.25,35.1,10.5,1.926,0.183,Control,F,12
23,220110_11,E44_M_HFD,C,Day1,2,MWM_150,1/24/2022,60,9.787,0.163,28.5,4.467,0.157,21.8,3.584,0.164,3.7,0.528,0.143,6,1.209,0.201,,,25.4,4.018,0.158,HFD,M,12
24,220110_12,E44_M_HFD,C,Day1,2,MWM_150,1/24/2022,60,10.515,0.175,21.3,3.869,0.181,16.6,2.698,0.163,14.4,2.734,0.189,7.7,1.214,0.158,,,39.2,7.403,0.189,HFD,M,12
25,220110_1,E2HN_M_hfd,A,Day1,3,MWM_150,1/24/2022,17.2,2.231,0.13,8.1,1.333,0.165,2.6,0.483,0.188,0.7,0.107,0.145,1.7,0.218,0.126,2.14,13.1,0,0,,HFD,M,12
26,220110_2,E2HN_M_hfd,A,Day1,3,MWM_150,1/24/2022,36.2,4.344,0.12,1.8,0.198,0.108,16.5,1.984,0.12,2,0.378,0.186,11.8,1.738,0.147,4.297,32.2,6.2,1.062,0.17,HFD,M,12
27,220110_3,E2HN_M_hfd,A,Day1,3,MWM_150,1/24/2022,60,9.623,0.16,2.1,0.394,0.187,26.4,4.02,0.152,4,0.618,0.153,27.4,4.591,0.167,,,14.5,1.961,0.135,HFD,M,12
28,220110_4,E2HN_M_hfd,A,Day1,3,MWM_150,1/24/2022,60,8.636,0.144,21.9,2.834,0.129,19.3,2.9,0.15,9.4,1.358,0.144,9.3,1.544,0.165,,,33.1,4.758,0.144,HFD,M,12
29,220110_5,E2HN_M_ctrl,D,Day1,3,MWM_150,1/24/2022,60,12.571,0.21,7.6,1.772,0.234,8.1,1.741,0.215,21.3,4.341,0.204,23.1,4.717,0.204,,,26.1,5.071,0.194,Control,M,12
30,220110_6,E2HN_M_ctrl,D,Day1,3,MWM_150,1/24/2022,60,16.709,0.278,25.5,7.73,0.303,7.3,1.275,0.175,18.4,3.158,0.172,8.8,4.546,0.515,,,27.9,7.272,0.26,Control,M,12
31,220110_7,E2HN_M_ctrl,D,Day1,3,MWM_150,1/24/2022,53.8,9.15,0.17,8.1,1.589,0.195,26.6,4.593,0.172,3.5,0.651,0.188,15.1,2.317,0.153,8.704,49.7,20.4,3.12,0.153,Control,M,12
32,220110_8,E2HN_F_ctrl,B,Day1,3,MWM_150,1/24/2022,60,14.497,0.242,19,4.167,0.219,10.3,2.443,0.237,19.4,5.016,0.258,11.2,2.871,0.256,,,38.4,8.75,0.228,Control,F,12
33,220110_9,E2HN_F_ctrl,B,Day1,3,MWM_150,1/24/2022,60,14.792,0.247,10.9,3.418,0.315,16.6,2.906,0.175,18.5,4.117,0.223,14,4.351,0.31,,,30,6.253,0.209,Control,F,12
34,220110_10,E2HN_F_ctrl,B,Day1,3,MWM_150,1/24/2022,60,12.811,0.214,2.2,0.414,0.188,5.7,1.195,0.209,22,4.42,0.201,30.1,6.782,0.225,,,22.4,4.194,0.187,Control,F,12
35,220110_11,E44_M_HFD,C,Day1,3,MWM_150,1/24/2022,16,1.845,0.116,0,0,,7.4,0.815,0.111,0.8,0.046,0.055,5.7,0.886,0.157,1.387,11.9,0.8,0.054,0.072,HFD,M,12
36,220110_12,E44_M_HFD,C,Day1,3,MWM_150,1/24/2022,60,10.798,0.18,16.1,3.225,0.201,22.3,3.962,0.178,12.6,1.889,0.15,9.1,1.722,0.189,,,33.7,6.147,0.182,HFD,M,12
37,220110_1,E2HN_M_hfd,A,Day1,4,MWM_150,1/24/2022,60,8.89,0.148,5.8,0.845,0.146,7.4,1.073,0.145,33,4.956,0.15,13.8,2.017,0.146,,,27.7,3.375,0.122,HFD,M,12
38,220110_2,E2HN_M_hfd,A,Day1,4,MWM_150,1/24/2022,60,7.155,0.119,6.9,0.91,0.133,41.8,4.827,0.116,3.4,0.44,0.128,7.9,0.978,0.123,,,33.1,3.072,0.093,HFD,M,12
39,220110_3,E2HN_M_hfd,A,Day1,4,MWM_150,1/24/2022,40.8,4.5,0.11,0,0,,0,0,,29.3,3.233,0.111,8.3,1.134,0.136,4.275,36.7,8.5,1.016,0.12,HFD,M,12
